"","Unnamed..0","tissue","endometriosis","severity","p203375_s_at","p203374_s_at","TPP2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.99344406357049,6.85659551712986,7.92501979035018
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.55110272144842,6.54762152227036,7.04936212185939
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.56740669978619,6.36760071990067,7.46750370984343
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.78844318421716,6.71477978552226,7.75161148486971
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.80497895134981,6.36760071990067,7.08628983562524
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.20586758070909,6.54762152227036,7.37674455148972
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.41773422478628,6.93552221934278,7.67662822206453
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.4583720816741,6.43128927037505,7.44483067602457
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.30991671300885,7.19354500130055,8.2517308571547
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.87598589591911,8.6140250615178,9.24500547871845
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.24468090954863,6.95123364341598,8.0979572764823
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.27862258962905,6.36760071990067,7.32311165476486
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.75370134857187,7.87878514690836,8.31624324774011
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.85693977045382,7.09139536341904,7.97416756693643
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.04928575672834,7.01137722896635,8.03033149284735
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.93404878268424,6.78429631183551,7.85917254725987
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.35124054488165,7.4981343927943,8.42468746883798
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.12518354432845,7.2192760762043,8.17222981026637
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.87659793272816,6.98693165743184,7.93176479508
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.47601212452141,6.36760071990067,7.42180642221104
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.6288696126651,6.21006688234191,6.9194682475035
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.0033840647137,6.36760071990067,7.18549239230718
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.10076189300741,6.74737025622329,7.42406607461535
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.32781717303398,6.36760071990067,7.34770894646732
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.59228142833275,5.67478323046715,6.63353232939995
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.24432107783509,4.06908672083543,6.15670389933526
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.16657961599778,5.15266495190763,6.6596222839527
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.43379749556641,6.60330802520234,7.51855276038437
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.37479747242313,5.36274740262084,6.86877243752199
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.12652932330502,5.18026320689912,6.65339626510207
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.91495941748625,5.89674966542681,6.90585454145653
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.56775109573024,6.36760071990067,7.46767590781545
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.17231965314951,4.02990317746788,5.6011114153087
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.13159385820507,4.02990317746788,5.58074851783648
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.26233272697989,7.12078205426818,8.19155739062404
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.93533727236906,6.34510736181395,7.1402223170915
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.60286329198624,6.05655490378575,7.329709097886
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.73065970246077,6.58876124594622,7.65971047420349
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.56215898412733,5.46528478430693,7.01372188421713
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.84493930510932,6.24269483333604,7.54381706922268
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.79180057490984,5.8419689064962,7.31688474070302
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.43985122891555,5.53110893911558,6.48548008401557
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.85750509289869,4.99634929274775,6.42692719282322
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.45361184797072,6.54762152227036,7.50061668512054
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.22451576842504,6.27638387798071,7.25044982320287
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.99140787064766,6.31485022564368,7.65312904814567
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.0921521385504,6.30435863266349,7.19825538560695
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.2993786993575,6.36760071990067,7.33348970962909
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.84448292492431,5.47561745370629,6.6600501893153
