"","Unnamed..0","tissue","endometriosis","severity","p226343_at","p227018_at","DPP8"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.21175810230158,5.70921358191368,7.46048584210763
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.82304749204908,5.7950884162405,6.80906795414479
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.51372466575234,4.85419369956793,6.18395918266014
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.81157332059543,5.40495110828482,7.10826221444013
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.39926316296964,5.27578965815923,6.83752641056444
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.55499234493994,5.97157177372532,7.26328205933263
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.08760047006601,5.00160295930352,6.54460171468476
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.82905806980652,5.66368563893001,6.74637185436826
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.54493309639905,5.48816669075389,7.01654989357647
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.57496795179402,6.23239348590302,7.40368071884852
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.92256393459351,5.98276849467594,6.95266621463472
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.75643071467566,5.79902724817543,6.77772898142555
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.0404343889293,4.34172409664303,6.19107924278616
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.08088592478491,5.01619103825346,6.54853848151919
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.97001714909285,5.11784122452484,7.04392918680885
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.23671250410029,5.19527575643014,6.71599413026521
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.40999303581438,5.16331858660765,6.78665581121102
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.79090877189263,5.99346127156116,7.3921850217269
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.24427651621455,5.00160295930352,6.62293973775903
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.10642726649971,4.09953641266219,5.60298183958095
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.91234638093671,4.72478540932449,6.3185658951306
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.88395203525678,3.68945554875494,5.28670379200586
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.26269569889888,5.6673474562534,6.46502157757614
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.31186978218927,4.61198839743977,5.96192908981452
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.76983184495271,2.86419431896588,4.8170130819593
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.19856291198892,3.75366599806696,5.47611445502794
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.2186665578795,2.90998041435888,5.06432348611919
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.04033655707398,4.74826999867466,6.39430327787432
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.92088042603368,4.33595252120608,6.12841647361988
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.30133243520881,3.80108651666432,5.05120947593656
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.76983184495271,3.83420955866253,5.30202070180762
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.79210982710268,4.56824527644384,6.18017755177326
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.95221821574748,2.86419431896588,4.40820626735668
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.30524814487984,2.86419431896588,4.58472123192286
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.35951743484443,6.24383319505925,7.80167531495184
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.54878032478502,2.849788052893,5.19928418883901
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.3013140838732,2.94450190986942,5.12290799687131
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.87912741842194,5.3614181047228,7.12027276157237
