"","Unnamed..0","tissue","endometriosis","severity","p32042_at","p204643_s_at","ENOX2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.81476380149821,6.13247609811317,5.97361994980569
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.70809780327506,5.60562996453405,5.15686388390456
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.03408218653728,4.7377942696677,4.38593822810249
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.42439269855308,5.61604244629679,5.02021757242493
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.1572037657181,5.11660974840058,4.63690675705934
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.3779710676704,5.74064257979195,5.05930682373118
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.90996819223189,5.32546267176313,5.11771543199751
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.11536807492928,5.86892368522138,4.99214588007533
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.07323948213423,5.02067043109762,5.04695495661593
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.11536807492928,5.65766913620239,4.88651860556583
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.89740285862201,5.32546267176313,4.61143276519257
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.34226214840306,5.32546267176313,4.8338624100831
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.34646890655533,5.6278190905284,5.48714399854186
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.169575723447,5.20241702078726,4.68599637211713
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.43484298705902,6.2678324588143,5.35133772293666
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.20128451045343,6.09830236867043,5.64979343956193
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.69945938128465,5.62189518118634,5.1606772812355
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.11536807492928,5.6584573495297,4.88691271222949
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.99218823610579,5.56937955624312,5.28078389617446
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.81369882343338,5.02895190374195,4.42132536358767
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.73967517855053,5.31638734090006,4.52803125972529
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.69363117526382,4.7377942696677,4.21571272246576
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.72808239366432,4.7377942696677,4.23293833166601
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.04390825625672,4.7377942696677,4.39085126296221
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.87979157012334,4.7377942696677,4.30879291989552
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.49322438287635,4.7377942696677,4.11550932627202
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.30474397591203,5.12153338388343,4.21313867989773
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.98444315420059,4.7377942696677,4.36111871193414
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.70517414235201,4.66031907361197,4.18274660798199
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.21753586581195,4.55185394744826,3.8846949066301
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.31406855214233,4.7377942696677,4.02593141090501
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.21753586581195,4.7377942696677,3.97766506773982
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.30474397591203,4.55185394744826,3.92829896168015
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.37869494057933,4.7377942696677,4.05824460512352
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.3040747776573,6.33731659124206,5.82069568444968
