"","Unnamed..0","tissue","endometriosis","severity","p221675_s_at","p230364_at","CHPT1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.8299634689658,3.78947990376644,5.30972168636612
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.17380606997637,4.71648856740927,5.94514731869282
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.45374205604875,4.23118875242729,5.84246540423802
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.20131175110573,4.23118875242729,6.21625025176651
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.31862372038506,6.04569271656389,7.18215821847448
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.202741931281,4.62412618721279,5.9134340592469
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.73885915744364,4.91366183590299,6.32626049667332
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.77077687074809,4.97023816954877,6.37050752014843
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.21301671211779,5.18259389243048,6.19780530227414
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.47480674698931,4.2134108173686,5.84410878217895
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.87493735330932,5.15794232551349,6.0164398394114
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.9379580192551,4.30383699533506,5.62089750729508
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.19780166649513,4.22418158024486,5.21099162337
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.14493589179781,6.92342290026177,7.53417939602979
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.00771750127879,5.96302357537838,6.98537053832858
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.78054443397887,7.59986759450566,8.19020601424226
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.63908274424639,7.20576535803922,7.92242405114281
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.00806179304019,4.9283621875057,6.46821199027294
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.09872647073839,5.61218419716456,7.35545533395148
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.99362197938985,5.0119604692638,6.50279122432682
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.38754926591452,5.38419178514793,6.88587052553123
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.83004456180708,4.91967469064341,6.87485962622524
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.90408207805049,4.46493873585526,5.68451040695288
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.001637695677,4.91366183590299,6.95764976578999
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.14892090642345,4.76303389274572,6.95597739958458
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.02402632063876,4.05184076075766,6.53793354069821
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.43919007194742,4.32064580865158,5.8799179402995
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.0688172505985,4.91000778113993,6.48941251586921
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.80486289067911,5.13752152235467,7.47119220651689
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.57711909635828,4.46487179210029,6.52099544422928
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.2724838925497,3.96826351457773,5.62037370356371
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.52921030870943,4.91366183590299,6.72143607230621
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.30674491035018,3.53471831506497,4.92073161270758
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.58736514819309,4.45066852538403,6.51901683678856
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.90425882504389,6.90273221623388,7.90349552063888
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.50232203613254,5.18347365264232,6.84289784438743
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.13536730063359,4.49966658726313,6.31751694394836
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.34880528476501,6.26451663951245,7.80666096213873
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.86089003808878,4.14086403551577,6.00087703680228
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.14666697749719,3.71230901389811,5.92948799569765
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.66804137493877,4.91366183590299,6.29085160542088
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.0252791093454,4.23118875242729,6.12823393088634
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.21513325832238,4.45066852538403,6.83290089185321
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.03712865470165,5.58181314942489,7.30947090206327
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.18713520695615,4.86584960559884,7.02649240627749
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.22560117430141,4.45066852538403,6.33813484984272
