"","Unnamed..0","tissue","endometriosis","severity","p202348_s_at","p202349_at","TOR1A"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.3150363184806,7.14099954404805,7.22801793126433
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.99161648929203,6.86759354778686,7.42960501853944
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.03750910920667,7.03899119096646,7.03825015008657
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.03166614019278,7.10748731719717,7.56957672869497
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.27995990276118,7.20743311467559,7.74369650871838
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.81167423759919,7.42418702269727,7.61793063014823
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.1232564942161,6.88627692716171,7.00476671068891
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.51092751425362,7.10483303096252,7.30788027260807
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.44293041725201,7.10483303096252,7.77388172410726
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.49706763475902,7.32866109592257,7.91286436534079
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.96467991616271,7.10483303096252,7.53475647356261
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.7282529745957,6.83167057641451,7.2799617755051
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.28120948503397,6.90412090937032,7.09266519720214
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.31453172253584,7.2591196465808,7.78682568455832
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.88923399417198,7.10483303096252,7.49703351256725
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.69990267587993,7.12473598503725,7.41231933045859
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.02651424556589,7.17106519646891,7.5987897210174
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.34116466949447,7.10483303096252,7.72299885022849
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.90440760599342,7.10483303096252,7.50462031847797
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.6563490349963,7.6914662467421,8.1739076408692
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.2639949489399,7.87802436670994,8.07100965782492
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.73374018342928,7.6586789768826,8.19620958015594
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.45766830339851,8.34631584788149,8.40199207564
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.78641259230886,7.96257500770958,8.37449380000922
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.86749342361249,7.95483259764483,8.41116301062866
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.8287979412916,7.84754561325124,8.33817177727142
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.55465658472783,7.00155177664522,7.27810418068653
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.47364483112825,7.55202200630559,8.01283341871692
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.90823443848955,8.71492066574856,8.81157755211905
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.9765399925923,7.91536865335405,8.44595432297318
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.67826480094431,7.62411320933798,7.65118900514114
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.45701751716189,8.01011418047229,8.23356584881709
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.28564595784916,7.0702877580816,7.67796685796538
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.7631450919789,6.90667326325099,7.83490917761495
