"","Unnamed..0","tissue","endometriosis","severity","p217548_at","p228666_at","ARPIN"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.15344564780776,4.1799713791612
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.64074208069517,4.4236195956049
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.2680634019312,4.3216049944797,5.29483419820545
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.85080033876293,4.52864872463878
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.85614274346811,4.53131992699138
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.2475994296526,4.22704827008362
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,5.14410999130107,4.67530355090785
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.82861908075701,4.51755809563582
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.01829250851339,4.60210242796768,4.31019746824053
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,5.03792399048472,4.62221055049968
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.85080033876293,4.52864872463878
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.12874687372959,4.85080033876293,4.48977360624626
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.82861908075701,4.51755809563582
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.85080033876293,4.52864872463878
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.85080033876293,4.52864872463878
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.85080033876293,4.52864872463878
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.46999098955257,4.33824405003361
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.80223360263474,4.82861908075701,4.81542634169587
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.46504117557944,4.56338994467885,4.51421556012914
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.20649711051464,6.05547640855618,5.13098675953541
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.54032331872423,5.24763149940632,4.89397740906528
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.60281288723165,6.55669249209374,5.57975268966269
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.28980070359951,4.97267903804045,4.63123987081998
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.66991479901921,6.58122406483862,5.62556943192892
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.86900753837554,5.87461602575666,5.3718117820661
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,5.30918969396563,4.75784340224013
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.90674380525269,6.84974988393941,5.87824684459605
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,5.97078827869175,5.08864269460319
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,5.06220693193816,4.6343520212264
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.20649711051464,6.0424088685782,5.12445298954642
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.17110678190141,6.40987609679907,5.79049143935024
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.4900410325268,6.29081493913489,5.39042798583085
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.73050524492893,7.22874502365683,5.97962513429288
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.21448456888911,6.75276635042488,5.983625459657
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.20844667590217,4.2074718932084
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.20649711051464,6.13492393403404,5.17071052227434
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.99240426669094,5.69803362072823,5.34521894370959
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.20649711051464,4.82861908075701,4.51755809563582
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.20649711051464,5.52661455098635,4.8665558307505
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.20649711051464,6.56263387901313,5.38456549476389
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.1305713861682,5.07219877207458,5.60138507912139
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.20649711051464,6.46058947994219,5.33354329522841
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.27736136821238,6.24211130084436,5.25973633452837
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.56100614979412,5.39302839268969,5.97701727124191
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.27059915085711,6.82759766750101,6.04909840917906
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.07600724860037,5.81354510419767,5.44477617639902
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,6.94956709125821,5.57803210088642
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.95792081883641,5.3533198505582,5.15562033469731
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.78259279513401,6.406630648644,5.59461172188901
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.33859691534686,6.04107577373419,5.18983634454053
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.91182430947577,5.8424853915236,5.87715485049968
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.54378571024526,5.97965415244078,5.76171993134302
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.47853509034195,6.03990299363984,5.2592190419909
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.20649711051464,6.51271578116894,5.35960644584179
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.42591379485458,5.98250742399513,5.20421060942486
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.20649711051464,4.875189751566,4.54084343104032
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.74492132332504,6.18885440096477,5.4668878621449
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,5.88420166783015,5.0453493891724
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.85389681958447,4.53019696504956
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,5.77080027388943,4.98864869220203
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.01829250851339,5.53571289315692,4.77700270083515
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.42128618737926,5.80894283162938,5.11511450950432
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.20649711051464,5.03737538688085,4.62193624869774
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.01829250851339,4.83995772978555,4.42912511914947
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,4.64910066552566,4.42779888802015
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.05937617559279,5.95500426787399,5.00719022173339
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.20649711051464,6.84503177179714,5.52576444115589
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.71864877751072,4.4507674990822,5.08470813829646
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.87215448807466,4.62390058797346,4.24802753802406
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.82287834989947,4.09409168871369,3.45848501930658
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.58144950405262,4.36155572711924,3.97150261558593
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95764587709226,4.43078974786375,4.194217812478
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.88058669379278,4.3369882096613,4.10878745172704
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.56095776227189,4.07900545715937,3.81998160971563
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.47224818471796,4.47372361593022,3.97298590032409
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.08916678512299,4.71127222706597,4.40021950609448
