"","Unnamed..0","tissue","endometriosis","severity","p210719_s_at","p209113_s_at","HMG20B"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.2017826586046,8.73810608355443,8.96994437107951
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.67056779340785,8.94077579589852,8.80567179465319
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.07034980456496,7.18954477055512,7.62994728756004
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.7995716247234,8.18716808324399,8.49336985398369
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.59165583358804,9.25566218968578,9.42365901163691
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.44332462863714,8.29625468371726,8.3697896561772
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.58494467178235,6.54253274923133,7.06373871050684
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.69318897343563,7.71565706497331,8.20442301920447
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.70478909176403,8.92845110842511,8.81662010009457
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.65052410767443,8.26442430823631,8.45747420795537
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.57431828479826,8.59902142023974,8.586669852519
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.45843264721385,8.03510188535592,8.24676726628488
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.62768937045008,7.46131148016688,8.04450042530848
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.3052166487497,8.47615646207359,8.89068655541164
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.54459011844154,9.1757278296395,9.36015897404052
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.10849226725428,8.07080942195269,8.58965084460348
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.6261128681963,7.92987927299509,8.77799607059569
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.24005429176783,8.0802349449931,8.16014461838046
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.1817222329544,7.7213193279485,7.95152078045145
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.6476425609215,9.36019417463257,10.503918367777
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.8779770246003,9.67307318473169,10.775525104666
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.6236848534487,9.75322160518611,10.6884532293174
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.9246936929913,8.47534101828136,9.70001735563633
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.966443231657,9.7320917332053,10.8492674824311
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.910811021866,9.7678720154632,10.8393415186646
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.8544894597608,11.0163795820824,11.9354345209216
