"","Unnamed..0","tissue","endometriosis","severity","p221693_s_at","p218385_at","MRPS18A"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.71217464329084,7.04479071627899,6.87848267978491
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.8916601446135,6.99627129863468,7.44396572162409
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.00327495144436,6.55101428545812,6.77714461845124
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.15103224786827,8.24609678726349,8.19856451756588
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.87297601320021,7.01913176121311,6.94605388720666
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.31472340573404,7.96137951686914,8.13805146130159
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.10225944232732,8.20123054973974,7.65174499603353
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.76482658994181,7.64948020730935,7.70715339862558
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.07200011907054,6.97910900371632,7.02555456139343
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.98806817920212,8.24609678726349,8.6170824832328
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.52511243684828,7.23875550892161,7.38193397288495
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.55504402316047,7.10143248822286,7.32823825569166
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.64537338122057,6.71590466577343,6.680639023497
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.67703879232479,7.17383452874329,7.42543666053404
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.40383216691238,6.76065755252578,7.08224485971908
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.367709527881,8.05520498775521,8.21145725781811
