"","Unnamed..0","tissue","endometriosis","severity","p219320_at","p236022_at","MYO19"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.83808673343231,6.48162523820412,5.65985598581821
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.12800426254048,7.09084785267618,6.10942605760833
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.86115576683194,6.28384555937737,5.57250066310466
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.94662947423346,6.51094103900616,5.22878525661981
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.65150663111592,7.33851133726512,5.99500898419052
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.7314916255577,7.11537540455178,5.92343351505474
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.10563349351292,6.52464683844023,5.81514016597658
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.10563349351292,7.51700888444153,6.31132118897723
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.7349937433679,6.0978967948749,5.4164452691214
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.99991328294131,5.28437218905915,5.14214273600023
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.55733139417757,6.96687832241061,5.26210485829409
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.43363919424801,6.64904911910809,5.54134415667805
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.69887368334527,7.96012379806256,6.82949874070392
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.94870448868037,7.43181488371517,6.19025968619777
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.09635271639379,7.45240462755655,6.27437867197517
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.7314916255577,5.84825864847425,5.28987513701597
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.47671291640517,6.38820131728529,5.43245711684523
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.7314916255577,5.51814276465774,5.12481719510772
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.7314916255577,6.69188001984283,5.71168582270026
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.53826450102013,5.80101349320785,5.66963899711399
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.29348942474822,4.83004382685421,5.06176662580121
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.85863091220887,5.557341755134,5.70798633367144
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.39736340584806,6.90927337983779,6.15331839284292
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.02608815980124,4.8242385256848,5.42516334274302
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.5617215180791,6.92590916931934,6.24381534369922
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.00675511343695,6.56306591029786,6.28491051186741
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.76880858715909,6.80626808522062,6.28753833618986
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.18515848763439,5.55795892389286,5.37155870576363
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.56031827034281,6.80388779568127,5.68210303301204
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.95413478859214,5.8869104585928,5.92052262359247
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.75261867494947,6.33242564032742,6.04252215763844
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.10563349351292,5.96917158870874,5.53740254111083
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.17862370947533,5.99147245276769,5.58504808112151
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.92359553476745,7.03098099907247,6.47728826691996
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.8768606312968,5.74350977266545,5.31018520198113
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.52778346113905,6.95093034601846,6.23935690357875
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.25384187106488,6.90796229341447,6.08090208223967
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.00052506596677,5.58238989853379,5.29145748225028
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.10563349351292,6.55533511711247,5.8304843053127
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.08945274223847,7.37703758256726,6.23324516240286
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.14635089163808,6.55335263318684,5.84985176241246
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.15309420131232,5.88032176560947,5.5167079834609
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.39481510310622,6.90206640309258,6.1484407530994
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.79312640833718,4.85763865275501,4.8253825305461
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.46403213514571,6.04342856392426,5.75373034953498
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.10443019045533,5.92040157401224,6.01241588223379
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.41587417845117,6.83538203707804,6.62562810776461
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.10563349351292,6.07134574931127,5.5884896214121
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.10563349351292,6.332946137936,5.71928981572446
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.36075031510577,7.2341858005249,6.79746805781534
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.803018176577,7.04420207728172,6.92361012692936
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.6621669770758,5.34581626942664,5.50399162325122
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.06996070504209,5.93867182692453,5.50431626598331
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.29017865143333,6.5471844418031,5.91868154661821
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.82934815643902,4.7241080889005,5.27672812266976
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.99991328294131,5.38764530929223,5.19377929611677
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.10563349351292,5.9580728015104,5.53185314751166
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.14848328836733,5.34581626942664,5.24714977889698
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.26802709963937,5.2178398696337,5.24293348463653
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.44817695461851,5.36515406495074,5.40666550978463
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.10563349351292,6.20875925054413,5.65719637202853
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.35647179178722,4.74308093919629,5.04977636549175
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.13258579472829,5.18113784799894,5.15686182136361
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59182019167231,5.81043656774414,5.20112837970822
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.02955060101581,5.39361264976719,5.2115816253915
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.21077744189312,5.34581626942664,5.27829685565988
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.50341807363985,5.34581626942664,5.42461717153324
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.24856760728816,6.19390158668664,5.7212345969874
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.99991328294131,5.34581626942664,5.17286477618397
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.03756152284012,6.57044189169053,5.80400170726532
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.93968967823778,5.35832876386223,4.64900922105
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.32161944908417,5.24632589366784,4.783972671376
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.86591588567214,5.69248517504784,5.27920053035999
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.12701316728564,5.78350312946212,5.45525814837388
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.16399601895935,6.42666804282559,5.79533203089247
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.22452179088865,5.77562931202982,5.00007555145923
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.31717940578106,5.45627044919665,4.88672492748885
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.84998942349842,4.65355263439871,4.75177102894857
