"","Unnamed..0","tissue","endometriosis","severity","p215800_at","p219597_s_at","DUOX1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.86634663983447,11.6819151865687,10.7741309132016
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.3260250381823,9.87115171374292,8.59858837596261
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.41978217100572,5.05832769525528,4.7390549331305
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.75713709517308,7.57018954762836,6.16366332140072
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.7984442043231,7.42860174927438,7.11352297679874
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.9933406109262,6.79507338842599,5.8942069996761
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.80612177003707,6.71395239736115,5.76003708369911
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.9933406109262,6.88589761494783,5.93961911293701
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.77207939974592,10.0565871185708,9.41433325915836
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.80611431704806,6.01099182255496,5.90855306980151
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.31465094208376,6.35081200769606,5.83273147488991
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.66607914609892,6.67818063106793,5.67212988858343
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.90532845707501,7.87695776361335,6.39114311034418
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.75721896484631,5.24517152481316,5.00119524482974
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.73759172177892,8.65025981929265,7.19392577053578
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.83491321596253,8.34250169803919,6.58870745700086
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.34516703141336,9.28631653789374,7.31574178465355
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.82726517418571,6.79507338842599,6.31116928130585
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.60534955388778,4.51633096219026,4.56084025803902
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.93135694846326,9.17094803537085,7.55115249191705
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.66979325730194,10.8626221056525,9.76620768147722
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.83580855259299,8.45361570661359,6.64471212960329
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.48231917306314,9.76984789993992,8.12608353650153
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.70423830159789,9.63357652703317,7.66890741431553
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.07650306248336,9.24865386627651,7.66257846437993
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.2672309106334,13.7548114360009,12.5110211733172
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.78130443569489,7.94845301207614,7.36487872388552
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.55912080923444,8.39102205212088,6.97507143067766
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.6806989635063,13.8862016411811,12.2834503023437
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.78161513961941,7.31902222864714,6.55031868413328
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.37484311569339,7.91263154789427,7.14373733179383
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.33033456868974,8.01877210578937,6.67455333723955
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.08763137457128,7.19448426356256,6.64105781906692
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.8743381157343,10.4910391802586,9.18268864799645
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.36352089393233,13.4973716189121,11.4304462564222
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.04766580367474,9.05623572650528,7.55195076509001
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.56890935788618,8.44560364668751,7.50725650228684
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.72199552220558,13.4966345444291,11.6093150333173
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.37898423867819,6.79507338842599,6.08702881355209
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.91591226218822,12.7623173029696,10.8391147825789
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.9933406109262,6.35644036161797,5.67489048627209
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.47029834118133,8.85219688746739,7.66124761432436
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.48322593081534,12.6945186742134,10.5888723025144
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.46163936157745,9.41692495779974,7.4392821596886
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.9933406109262,8.3644436922067,6.67889215156645
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.48018521883681,7.61304972977145,6.54661747430413
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.23418422239494,8.71898847611767,7.4765863492563
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.42107842206396,8.82838373055266,7.62473107630831
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.53731927597415,13.4359425734883,10.9866309247312
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.92956236518875,12.1296958730983,11.0296291191435
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.63163042033563,11.8683347544534,10.2499825873945
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.6849108405642,7.79737394986,6.7411423952121
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.62058839081929,10.4082559218021,9.0144221563107
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.96767590255695,8.99882115596472,7.98324852926083
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.56217268117418,6.84345366577566,6.20281317347492
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.93666729776067,10.9752713351889,9.45596931647479
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.82311335366122,9.97766939991903,8.90039137679013
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.97152213068418,8.56754557261156,7.26953385164787
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.19755884606474,7.34335289234977,5.77045586920726
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.379144021021,14.0899073328535,12.2345256769372
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.70657316430554,11.7686792189775,10.2376261916415
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.41978217100572,6.94851076015568,5.6841464655807
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.4354321722224,9.08128800306875,7.25836008764557
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.81136526071834,8.39719874211108,7.10428200141471
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.15633744186968,11.6701795671728,10.4132585045212
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.29767976249048,7.43236865962872,6.3650242110596
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.17456689250559,7.20588085154977,6.19022387202768
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.68923358331091,4.42339042546519,4.55631200438805
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.94176649503169,8.77022415188043,7.35599532345606
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.09461120059114,6.21143511188366,5.6530231562374
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.44045409091693,5.55400445921771,4.99722927506732
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.1350725122597,13.2197171374341,11.6773948248469
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.97469475775998,7.27787227088186,6.62628351432092
