"","Unnamed..0","tissue","endometriosis","severity","p223158_s_at","p223159_s_at","NEK6"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.3405286295555,6.64687313962226,6.99370088458888
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.33839901131738,6.0966587294511,6.71752887038424
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.32345465947318,4.66427360350345,4.99386413148832
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.91331748250901,6.60751870289613,7.26041809270257
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.19550775097658,6.00837564209224,6.60194169653441
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.54294447901056,6.26143765968593,6.90219106934824
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.36157337489999,5.56932707378596,6.46545022434298
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.82612371469876,5.02221453818915,5.42416912644395
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.47021858824715,5.48594559826134,5.97808209325424
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.94329790860909,6.40528164945848,7.17428977903378
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.41018278116739,4.82534540249854,5.61776409183297
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.54540488307961,4.56117840384949,5.55329164346455
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41793850705329,5.61293014276913,6.51543432491121
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.6846161799188,4.85325001464973,5.26893309728426
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.99316665062225,5.95344273357162,6.47330469209694
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.70211816147247,6.74631943248124,7.22421879697685
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41468171561139,6.90887369256982,7.16177770409061
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.80879970083526,7.12810675376046,7.46845322729786
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.97608140272782,6.95053867527294,7.46331003900038
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.97129908416339,5.65659697402083,7.31394802909211
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.92704655807096,6.02549247893172,7.47626951850134
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.61157674525979,6.95791722323006,8.28474698424493
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.38777946763176,4.66288866914614,6.52533406838895
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.2685898717479,7.15258851783763,8.21058919479276
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.45279421456408,6.53440081608626,7.99359751532517
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.5770985339382,7.10917224113276,8.84313538753548
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.47185092357206,3.77867189714914,6.1252614103606
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.46558778149774,5.46053161290693,6.96305969720234
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4641745487744,8.00056395855549,9.23236925366495
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.38689754275002,5.33400317990753,7.36045036132878
