"","Unnamed..0","tissue","endometriosis","severity","p1568648_a_at","p1568647_at","LOC100505851"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.14606100691585,6.42701475731905,5.78653788211745
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.10167542385373,6.88795084079296,5.99481313232334
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.38744376690284,5.89892103664261,5.14318240177272
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.7505433651308,3.78053262390522,3.26553799451801
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.14155967873901,7.72880868771259,6.9351841832258
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.95184458664385,3.94940865192991,3.45062661928688
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.49643641205207,4.72547748158524,3.61095694681865
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.72433635917264,6.93982186719481,6.33207911318373
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.43451795267643,8.48115955639254,7.45783875453449
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.7998019307973,4.37188031663488,3.58584112371609
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.83940903359892,7.05832799280823,5.94886851320357
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.94150517813231,7.34169129321496,6.64159823567364
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.95184458664385,2.79405906776386,2.87295182720386
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.05350821875009,6.14312766851428,5.59831794363219
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.86073154818231,8.15756537733932,7.50914846276082
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.95184458664385,3.80842285649995,3.3801337215719
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.7713051475402,3.95966582334214,3.36548548544117
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.95184458664385,2.85071632508647,2.90128045586516
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.95184458664385,3.9498773292279,3.45086095793588
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.74939130453104,4.79216668537272,4.77077899495188
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.22695046519937,7.51601721880959,7.37148384200448
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.95184458664385,4.56206100690721,3.75695279677553
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.95184458664385,3.79265830081324,3.37225144372854
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,3.90319543449844,3.06961167492353
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.60176312886119,4.17922068257415,3.39049190571767
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.03389925763254,3.80842285649995,4.42116105706624
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.90315027447789,3.99272447647985,4.44793737547887
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.46604792627736,6.37980282966079,5.92292537796907
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.41909367055688,5.35575129124386,5.88742248090037
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.09947174513762,4.72547748158524,4.91247461336143
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.05350821875009,5.0966375692461,5.0750728939981
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.24131768275776,5.14029777205486,5.19080772740631
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.95073535782698,6.12501976933675,5.53787756358187
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.87894985510397,6.4200245041073,6.14948717960563
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55473369369444,7.27700216572007,6.91586792970726
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.95184458664385,3.78053262390522,3.36618860527453
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.637382045644,5.91083189417367,6.27410696990884
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.46532470120266,7.23804674686252,6.85168572403259
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.39732525737139,6.42537207481314,6.41134866609227
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.15610434462056,3.99576667041467,4.07593550751761
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.05350821875009,5.0396593288362,5.04658377379315
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.6310041048338,4.16768353425646,3.89934381954513
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.19276659069685,5.92463541248237,6.05870100158961
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.92686809848839,4.20411347195072,4.56549078521955
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.02835954828284,3.47694384132023,3.25265169480153
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.83803307016364,6.71964769029258,6.27884038022811
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.05350821875009,6.25920508553727,5.65635665214368
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.35583810197271,3.78053262390522,4.06818536293896
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.03596624428444,3.78053262390522,3.40824943409483
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.75695614530322,4.72547748158524,5.24121681344423
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.97683946360547,4.70330193069707,5.84007069715127
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.89880320566395,5.25650334124945,4.5776532734567
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.22274330932583,5.69502023999413,5.95888177465998
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.01243619987408,3.82584078265114,3.41913849126261
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.52021319486547,6.20217000414159,5.86119159950353
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.72563525899499,8.66510758024387,8.69537141961943
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.33675894358064,6.01595158294759,6.17635526326412
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.42682254167238,3.78053262390522,3.6036775827888
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.94150034112089,3.18198662788431,3.0617434845026
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.78194252629681,7.37746341943412,7.07970297286546
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.86523029040275,7.29096694939413,7.07809861989844
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.87134708048634,3.78053262390522,3.32593985219578
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.05350821875009,5.14069902550763,5.09710362212886
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.43933553183275,6.61866056886647,6.52899805034961
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.44468204552646,8.19540069038785,7.82004136795715
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.62519286321004,5.80720200758033,5.71619743539518
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.46196030547095,7.21165187900813,6.83680609223954
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.86820699318538,8.00285310743593,7.43553005031066
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.09024124105271,8.96978886018875,8.53001505062073
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.49696531142325,6.37410180159753,6.43553355651039
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.10962478963627,8.41247191956786,7.76104835460207
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.62595676347546,6.89615460290074,6.7610556831881
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.5236932007641,9.34380766461045,8.93375043268728
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.84555585134769,8.67727836779034,8.26141710956901
