"","Unnamed..0","tissue","endometriosis","severity","p217991_x_at","p223635_s_at","SSBP3"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.58954932256769,6.92627450365048,7.25791191310909
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.06566359652307,6.92320575829767,6.49443467741037
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.50884706575149,7.10703721997714,6.80794214286431
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.4083500732075,6.77287693318991,6.59061350319871
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.76562253167624,7.94542811816088,7.85552532491856
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.27814271297439,6.81252015741521,7.0453314351948
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.05088120899681,6.67247228149053,6.86167674524367
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.64881980615441,7.10703721997714,7.37792851306578
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.21594538428761,6.77287693318991,6.99441115873876
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.84000933866399,6.77287693318991,6.30644313592695
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.02692043136216,7.16565328752401,7.09628685944308
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.70903363083167,7.02036636054115,6.86469999568641
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.46411656845298,6.77287693318991,7.11849675082145
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.11651672347871,7.10703721997714,7.11177697172792
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.69111497290555,7.05127540017528,6.87119518654042
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.45923431413067,7.11778884768876,7.28851158090971
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.63820661893975,7.10703721997714,7.37262191945845
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.26159049763814,6.59005206309414,6.42582128036614
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.84000933866399,6.77287693318991,6.30644313592695
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.26804062917118,6.98173029747789,7.62488546332454
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.84916364048708,6.48179439786712,7.1654790191771
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.73821787501442,7.76113433403737,8.2496761045259
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.49858332528904,8.31668849798255,8.9076359116358
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.71773419509686,7.81467202152418,8.26620310831052
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.92541747378486,8.30877343241809,8.61709545310147
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.41241383619596,7.79558290098435,8.10399836859015
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.65530316849926,7.53386291453204,8.09458304151565
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.92493146770375,8.21375793825366,8.56934470297871
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.43766927596424,7.44268426651129,7.94017677123776
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.7456267675176,7.79426116221171,8.26994396486466
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.5586586947653,7.51461507787421,8.03663688631976
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.34736309383636,8.77487873865562,9.06112091624599
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.26901248591353,8.54055439680048,8.904783441357
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.94270185471344,8.20837751773533,8.57553968622438
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.94029706043087,4.94119687213095,5.44074696628091
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.31165178656929,6.02871342766196,6.67018260711562
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.75562306836446,7.62819945766334,8.1919112630139
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.18800912946494,5.83346266017406,6.5107358948195
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.23437753980572,7.12758882222687,7.68098318101629
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.61659469167677,8.63072927230217,9.12366198198947
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.15279606953368,6.92706179795696,7.53992893374532
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.54869515967061,9.0215508510997,9.28512300538516
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.96768983142523,6.17595174852214,7.07182078997369
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.30845392955513,7.06009809345444,7.68427601150479
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.08813460162542,8.07235243512615,8.58024351837578
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.88156582223342,5.0768007782646,6.47918330024901
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.68511218957458,7.95700378275016,8.32105798616237
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.61167930374547,7.10703721997714,7.8593582618613
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.92112876792355,6.73236252403265,7.3267456459781
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.82826332604443,6.55253976550964,7.19040154577704
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.67300985213001,7.83960133547267,8.25630559380134
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.79376546904543,6.0980677218603,6.44591659545286
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.11624904273972,7.11360275401669,7.61492589837821
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.15030541505902,8.25358157161869,8.70194349333886
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.51800043140652,7.10703721997714,7.81251882569183
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.05364024372603,5.01536366182376,6.0345019527749
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.80777582990222,7.77400832875305,8.29089207932763
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.08413229990342,7.53561764628239,7.8098749730929
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.26008389696164,7.06813910272114,7.16411149984139
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.87124819391188,6.80632548469266,7.33878683930227
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.63486631984238,7.00762036741523,7.3212433436288
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.19046746975698,7.78275354678812,7.98661050827255
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.41032022986009,7.86846151934955,8.13939087460482
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.97205468141142,6.99671051412311,7.48438259776727
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.02036393572993,6.51862671100347,6.7694953233667
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.69316290214092,9.3704032056212,9.53178305388106
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.75992421560449,7.66443693045567,8.21218057303008
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.72299461515699,5.17248494301393,5.44773977908546
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.22956155911189,4.97926393791535,5.60441274851362
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.35274849785372,5.73384666805111,6.04329758295242
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.83964101481433,6.30498846187029,6.57231473834231
