"","Unnamed..0","tissue","endometriosis","severity","p219783_at","p225695_at","SLC35F6"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.5931852360141,7.33491751074244,6.46405137337827
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.41736931090777,9.56369932031078,7.49053431560927
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.05495601017608,9.20267202118008,7.62881401567808
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.85102509344129,9.04181610367975,7.44642059856052
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.01306988553949,7.4116899635712,6.21237992455534
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.39827853644941,9.37773309945458,7.888005817952
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.47341728784563,9.29517021576323,7.38429375180443
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.55062051200349,9.20267202118008,7.37664626659178
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.65474694148774,8.1414145795927,6.89808076054022
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.35350967311297,8.84414581722306,7.59882774516801
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.61585135917072,7.83548747011261,6.72566941464166
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.65474694148774,8.64101226593665,7.14787960371219
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.87676821064231,8.79849515891014,7.33763168477623
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.43289975663547,8.51100263951552,6.97195119807549
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.1488965670041,8.53004084751892,6.83946870726151
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.60888135224767,8.67670814571538,7.14279474898153
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.53000994368643,8.73703728150326,7.13352361259485
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.36802669933222,8.08182949338137,6.72492809635679
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.65318022704001,8.48503722551459,7.0691087262773
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.02703584249113,10.6439560386522,9.33549594057166
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.25120788789354,9.82739515463447,8.539301521264
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.42963745538018,10.7835239921017,9.60658072374094
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.96829051959303,10.3922727020229,9.18028161080797
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.25548953294017,11.4054220732815,9.83045580311083
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.77577062463847,10.9521973753955,9.86398400001698
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.26019994778258,10.4583475063298,9.35927372705619
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.55409108868088,10.7149021010619,9.63449659487139
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.0654055922658,9.82040454425307,8.44290506825944
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.24982873374021,10.1082496681335,8.67903920093685
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.30069784328591,11.1567957125552,9.72874677792056
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.00902472762251,10.0636567217846,9.03634072470355
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.98721708527089,9.95930072494995,8.47325890511042
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.39918513854297,10.9840059325114,9.69159553552718
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.90458137811332,10.5174266072987,9.21100399270601
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.92401993701974,8.78767263312416,7.35584628507195
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.61684928924621,11.9519903327961,10.7844198110212
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.23097642132244,10.2874567110105,9.25921656616647
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.93962848810723,9.69645930805994,8.31804389808358
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.53874086217416,10.6227409053198,9.08074088374698
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.83965645530901,11.1850473827533,10.0123519190312
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.58624239750408,10.3308439688955,8.95854318319979
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.90522793817363,11.6991661868339,10.3021970625038
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.19503583843683,10.5171041445061,9.35606999147146
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.58539791192855,9.60964256188407,8.59752023690631
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.31858674509852,11.9284887837038,10.6235377644012
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.51167804068929,10.266514956603,8.88909649864615
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.31625860892892,10.9350531981044,9.62565590351666
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.08788152817889,10.7493532750981,9.4186174016385
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.47487190636006,10.680897866746,9.57788488655303
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.47154175554523,10.0943288631098,9.28293530932751
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.2499113368392,10.3646952496117,9.30730329322545
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.34805471575906,11.1254055392374,10.2367301274982
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.05346037049797,10.4555851108272,9.25452274066259
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.57156894934156,10.0198574517587,8.79571320055013
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.85533354846215,10.9788408629903,8.91708720572623
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.23795223261225,9.30312001775781,7.77053612518503
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.64544332549145,10.1608364284434,8.90313987696742
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.50811280408285,11.1316205184571,9.81986666126997
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.13894085965702,9.97939742398542,8.55916914182122
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52351020036159,9.44376107852332,8.48363563944245
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.11599975044476,10.3503048108518,9.23315228064828
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.19385332363498,11.384318134159,9.78908572889699
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.76964283204007,10.65125121667,9.21044702435503
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.33282284388133,9.96200647901078,8.64741466144605
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.20655053763373,8.89610848319585,7.55132951041479
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.97582205502403,9.59651687282738,8.2861694639257
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.6858505067823,10.4636965570928,9.07477353193755
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.48277938458844,8.79000576059903,7.13639257259373
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.37949491937074,8.7397497119224,7.05962231564657
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.47631429200746,8.41632586557138,6.94632007878942
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.30060916726637,9.16921183335786,7.23491050031211
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.21407809037153,7.94890670618698,6.58149239827925
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.30062843607917,8.39639539754689,6.84851191681303
