"","Unnamed..0","tissue","endometriosis","severity","p1568736_s_at","p235527_at","DLGAP1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.06446789698428,5.47259023747335,4.26852906722881
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.13398861517595,3.77555872752605,3.454773671351
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.34053596812597,2.63155224971538,2.48604410892067
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.70319675181842,7.73742646149927,6.72031160665884
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.43415070346184,5.01160283287481,3.72287676816832
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.55423689862849,8.55807983222577,8.05615836542713
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.74528885763874,6.53606661270283,5.64067773517078
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.24156439954389,2.31577748353653,2.27867094154021
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.01423275237056,4.3694651189893,3.69184893567993
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.13782532972471,8.06501610471878,7.10142071722174
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.24156439954389,3.0670023887946,2.65428339416925
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.65641868281742,4.23368004271985,3.44504936276864
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.34231142160323,8.86281760125324,8.60256451142823
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.75047575375044,4.1664130654274,3.45844440958892
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.34053596812597,4.64350569844803,3.492020833287
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.34589815598278,9.12694407621983,8.2364211161013
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52231431263885,9.18813649704157,8.35522540484021
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.14853697085036,7.3637516694261,6.75614432013823
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.20785203122552,7.30717430674528,6.2575131689854
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.82878148148267,5.34257568577438,6.58567858362852
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.12452097534714,5.00857967649249,4.56655032591982
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.1807632986906,7.30233777055806,8.24155053462433
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.33134221540415,5.40609505913445,4.3687186372693
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.0987142749473,4.84594930108938,5.47233178801834
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.3100580756948,4.67490599436133,5.49248203502806
