"","Unnamed..0","tissue","endometriosis","severity","p211575_s_at","p211285_s_at","p213291_s_at","UBE3A"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.16725656992445,10.4560122023233,9.48616953051338,9.36981276758704
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.36061430837218,10.1602866856781,8.10666382813208,8.87585494072745
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.94211118416871,9.67854729801646,8.064897759722,8.56185208063572
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.00949585506408,10.3915913281781,8.52564547383809,8.97557755236009
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.43792114081861,10.7365353146867,9.55522250265398,9.57655965271976
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.12020425207117,10.2062727219717,8.8059834453876,9.04415347314349
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.29534238531391,9.82946035025452,7.05650378671192,8.06043550742678
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.34243786709371,10.5319037911727,8.72062454084604,8.86498873303748
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.97388778810502,10.5801587970885,9.35092462884884,9.30165707134745
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.4300194996889,9.78506111529804,8.70789753315325,8.97432604938006
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.96986059693525,9.7214802272713,8.64125751258061,8.77753277892905
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.94875749586192,10.0010379117425,9.04915955119796,8.99965165293413
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.14330687806261,10.197133006437,8.12689076799048,8.4891102174967
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.0797944847256,10.4231950950102,9.10310464225117,9.20203140732899
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.60215097626351,10.7218205833857,9.45465316871333,9.59287490945418
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.2774032286673,10.1766596870089,9.10153694293187,9.18519995286936
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.19704156169117,10.462636494521,8.55487128932313,9.07151644851177
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.6987554445929,10.2960062865912,9.4664447135853,9.48706881492313
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.85340610498471,10.0039515429903,8.9375888641283,9.2649821707011
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.55899365977477,9.22398650241858,7.39146240762726,7.7248141899402
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.53446146682258,9.53058637904905,7.73879441075044,7.93461408554069
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.61363978802865,9.18232887311868,7.19682425477592,7.66426430530775
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.51946931356543,9.59726736069898,6.87845210951483,7.66506292792641
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.0095912755605,8.47636501521534,7.21658030029396,7.23417886368993
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.89444569336089,8.40337279204216,6.36409642873106,6.88730497137804
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.47246833958512,7.82336319510736,5.36327741263781,6.21970298244343
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.11454072912991,8.49980273383634,6.62905096092652,6.74779814129759
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.95133994799082,9.57590958666368,7.92799497725511,8.15174817063654
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.03768674499198,8.87245299180844,7.12616468283063,7.34543480654368
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.03516102413807,8.68023939099723,6.61835747844369,7.111252631193
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.19952048789786,8.86944674386099,6.46441240862587,7.17779321346157
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.32449173572514,9.21012993378633,7.26807238371767,7.60089801774305
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.8329539766928,7.47261193059402,5.18820494004999,6.1645902824456
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.8639480296254,8.26865699416526,6.16010873273051,6.43090458550706
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.04765766390337,10.607914868507,9.25271558959498,9.30276270733512
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.58173096249665,9.29464197487312,6.88263039526187,7.58633444421055
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.63948178754358,9.24273830166663,6.23053922588301,7.03758643836441
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.15899113385941,9.85041478358498,8.59142997372963,8.53361196372467
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.22819935993244,9.00397787899977,7.0296656001459,7.08728094635937
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.81165009835716,8.42005517853254,6.15767143211119,6.7964589030003
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.63343694371117,10.1602550726552,7.67571531636782,8.1564691109114
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.89129949773716,7.59255586520057,6.15767143211119,6.54717559834964
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.9895129864951,8.44507734631965,6.39983476279664,6.9448083652038
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.60681875048286,10.3169590430621,8.1613643309222,8.36171404148905
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.94577671499703,8.73854772540878,6.87845210951483,6.85425884997355
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.3450260738289,9.52971315860277,7.6500580972139,7.84159910988186
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.38714949102742,7.91782396062481,6.42368267796251,6.24288537653825
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.35168861566876,9.5939041369336,6.54745740792139,7.49768338684125
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.99051954402049,8.11734775244908,6.67524623643865,6.92770451096941
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.22695888740616,8.27259350612448,6.02042286227683,6.50665841860249
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.84495721670821,8.59919557503802,6.36537111326145,6.93650796833589
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.34830426420765,8.61377214868356,6.26824951866778,6.74344197718633
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.20767599601017,8.45812507257556,6.64494481058794,6.77024862639122
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.02391733834576,9.04066361801884,7.1641594938077,7.40958015005743
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.71072115266163,9.49203340791942,7.95877421837717,8.05384292631941
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.6598977616731,10.1818624901313,8.87232694858823,8.90469573346421
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.46585943716393,9.0798088547849,7.65516138595566,7.73360989263483
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.5108935778148,10.0313710017632,8.80137870995858,8.78121442984553
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.90226835208199,10.2106045765205,9.05914342529511,9.05733878463253
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.84132978891932,9.88279429195295,8.3055868254104,8.34323696876089
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.30392657098303,9.01390196911638,7.39022175442052,7.56935009817331
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.50223411633285,9.52474598316382,8.84503946776499,8.62400652242055
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.55627301627071,9.8762736862266,8.65255986430277,8.69503552226669
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.17076879048505,9.76437078483536,8.46146964927891,8.46553640819977
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.12811038872072,10.45727997163,9.27491562842108,9.28676866292393
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.84132978891932,9.79007780457987,7.42698994605441,8.01946584651787
