"","Unnamed..0","tissue","endometriosis","severity","p207165_at","p209709_s_at","HMMR"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.45242100042707,5.30464338711261,6.87853219376984
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.47735648666713,6.97949086862997,7.72842367764855
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.13209144851915,2.68004215108423,3.40606679980169
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.00694610052712,2.68004215108423,2.84349412580567
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.15214766628848,5.97785378074761,7.06500072351804
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.78564677762975,2.68004215108423,3.23284446435699
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.33173388242995,2.68004215108423,3.00588801675709
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.80962969762225,3.19399662026807,4.50181315894516
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.26931989546094,5.19599088477926,6.2326553901201
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.39504038557294,2.85675550141139,4.12589794349216
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.01217683738321,4.68872783690759,5.8504523371454
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.81145684766419,3.17723008587245,4.49434346676832
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.04877170443283,2.68004215108423,2.86440692775853
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.74281941513842,6.93499244168281,7.83890592841061
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.3867379743715,6.0298925517019,7.2083152630367
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.33173388242995,2.44947861826658,2.89060625034826
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.04877170443283,2.68004215108423,2.86440692775853
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.62757140490154,2.68004215108423,2.65380677799288
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.12741940066102,2.68004215108423,3.40373077587262
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.39642966846226,2.58185486765492,3.48914226805859
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.76897881540063,5.36652299094686,6.56775090317375
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.3416716540554,2.73998715650208,4.54082940527874
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.84346562908863,2.40041172681082,4.12193867794972
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.39048699687637,2.68004215108423,4.0352645739803
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.52594190798642,2.40041172681082,3.46317681739862
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.82031710650042,2.68004215108423,4.75017962879233
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.23365025168891,2.68004215108423,4.95684620138657
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.75800187295123,4.18559835975525,5.47180011635324
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.42984372022108,2.68004215108423,3.55494293565265
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.04483393813127,2.84663989012891,4.44573691413009
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.29004940763848,2.85469830793149,4.57237385778499
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.36544811041057,4.78601689023449,6.07573250032253
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.4960445072848,2.47077333196724,2.98340891962602
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.15800189451695,2.68004215108423,4.41902202280059
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.00367902175361,5.14459338191598,6.5741362018348
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.59986113559922,2.28797323632618,3.4439171859627
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.80169016911311,2.67736159210503,4.73952588060907
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.84240044296284,2.89786876478347,4.37013460387316
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.38037790574181,2.85675550141139,5.1185667035766
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.71543383044225,2.25397518555835,2.9847045080003
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.30748189847941,2.65717288666478,4.9823273925721
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.75125992813562,2.25397518555835,2.50261755684699
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.77187407871716,2.25397518555835,3.51292463213776
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.16927510093244,2.23614912196804,3.70271211145024
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.42036076387555,2.25397518555835,3.83716797471695
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.39882722375279,4.82341166971633,6.61111944673456
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.62118174322626,3.01718908666857,4.81918541494742
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.5454056709855,2.25397518555835,2.39969042827193
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.4465918606986,2.40041172681082,2.92350179375471
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.75657865694548,3.02429816951084,5.39043841322816
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.98809764064503,2.85675550141139,5.42242657102821
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.78706152678097,2.68004215108423,3.7335518389326
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.86891805932808,2.37599672524107,3.62245739228458
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.16832678002688,3.29042351431001,4.72937514716844
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.77378030954747,3.82163659859676,5.79770845407212
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.01271570454098,6.41512953704169,7.71392262079133
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.36854439801119,2.37672890951218,3.87263665376169
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.44121907897333,2.92087241754438,4.18104574825885
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.30785718879019,5.88845721353427,6.59815720116223
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.16533851085998,3.74982663141614,5.45758257113806
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.39048699687637,2.85675550141139,4.12362124914388
