"","Unnamed..0","tissue","endometriosis","severity","p205976_at","p216996_s_at","p229135_at","FASTKD2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.40305028605416,7.47786818443997,3.37581150942513,5.75224332663975
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.86694917370431,7.87606706181364,3.57153552914582,5.10485058822126
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.60915454660089,7.38863599097484,3.43556069600765,4.47778374452779
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.95012529221076,7.60944079927231,3.42255504925134,4.66070704691147
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.54034982158136,7.95313663421261,3.71303643013045,5.06884096197481
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.13856922318147,7.77214038370543,3.43556069600765,4.78209010096485
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.34730956974456,7.46613544233863,3.43556069600765,5.08300190269695
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.98541510464422,7.60944079927231,3.43556069600765,4.67680553330806
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.42151087254617,7.6802204670721,3.75844160316466,4.95339098092764
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57115800032166,7.79206435408964,3.42255504925134,4.92859246788755
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.20258960918892,7.96139011347524,3.43556069600765,4.8665134728906
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.59530983828477,7.64809920248219,3.43556069600765,5.22632324559154
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.02116578180855,6.15517702530908,3.43556069600765,4.20396783437509
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.37081197038399,7.7432536431813,3.42255504925134,4.84554022093888
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.99772766729158,7.87633403123202,4.00941086001064,5.29449085284475
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.83111964170707,7.60944079927231,3.14770485100863,4.86275509732934
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.54714968742556,7.68798431484262,3.14770485100863,4.79427961775894
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.5514409825902,7.68468224947475,3.43556069600765,4.89056130935753
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.82471336704254,7.87668403839592,3.42255504925134,5.0413174848966
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.6768060503069,6.66036264393308,3.23200999660211,4.1897262302807
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.80952176073951,7.08935025459943,3.14770485100863,4.34885895544919
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.84816126867047,6.8457976789998,3.1333108469518,4.27575659820736
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.52511216240702,6.07136563812542,3.14770485100863,3.91472755051369
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.42871574764782,6.24993906849657,2.6857326914427,3.7881291691957
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.73696294827488,5.7247196623885,2.64006525315402,3.70058262127247
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,5.99782165986241,3.42255504925134,3.88546820815412
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.748896155611,4.51347680517617,3.39696576052179,3.55311290710299
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.26680158373311,7.37838046405231,3.22799071844452,4.62439092207665
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.85293874517848,5.66114287615784,3.43556069600765,3.98321410578132
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.48022108518967,5.49446334970021,3.22360484722851,3.73276309403946
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.49743703507579,5.98419574422721,2.65830645562778,3.71331307831026
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.84816126867047,6.75985949063737,2.61952420049523,4.07584831993436
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.48022108518967,4.47109008476177,2.9051291130176,3.28548009432301
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,5.53659185763742,3.14770485100863,3.64010820799822
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.91777446521007,8.13679508032838,4.02172592075013,6.02543182209619
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.85293874517848,6.83716349848101,3.14770485100863,4.27926903155604
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.7261420627694,5.86691260730683,3.19574819464883,3.92960095490835
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.70840963143411,7.4070545620421,3.14770485100863,4.75438968149495
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.5485087371459,6.26777277011838,3.17942486742085,3.99856879156171
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.26750362163696,5.17359158662026,2.61952420049523,3.35353980291748
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.85293874517848,7.08844809199164,3.42255504925134,4.45464729547382
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.48022108518967,5.33609786124594,2.23602791534862,3.35078228726141
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.750504654207,4.33908913471088,2.75986362564998,3.28315247152262
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.99721625193719,7.07201170483229,3.1735580474309,4.41426200140013
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.24651397207515,5.9797257863842,3.18803608998418,3.80475861614784
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.85293874517848,6.36215428042964,3.26705452760875,4.16071585107229
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.89370888903102,5.51016102229285,2.61952420049523,3.6744647039397
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.82549988911216,5.13697903716389,2.61952420049523,3.52733437559043
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.48022108518967,6.02078427762527,2.23602791534862,3.57901109272119
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.2587657232439,4.23348147189345,3.42255504925134,3.3049340814629
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.84816126867047,4.81612902758995,3.14770485100863,3.60399838242302
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,6.17712123909671,3.42255504925134,3.94523473456556
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.85940065012967,6.52870601139112,3.14770485100863,4.17860383750981
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.18024810156212,7.09477422307399,3.43556069600765,4.57019434021459
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.31836330378345,7.13960913676126,3.3387881655208,4.59892020202184
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.94821869529103,8.22372935450261,3.22799071844452,5.13331292274605
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.11704089820612,6.28611642659652,3.22799071844452,4.21038268108239
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.08626936561467,8.15324478096771,3.57138050297056,5.27029821651765
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.97988700411681,8.95335819207919,3.58421935456353,5.83915485025318
