"","Unnamed..0","tissue","endometriosis","severity","p204672_s_at","p204671_s_at","ANKRD6"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13540681394381,5.21880164675192,4.67710423034787
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.82300998271647,4.44480120090249,4.13390559180948
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.51098785020383,4.93442408656835,4.22270596838609
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.82300998271647,5.31124799804422,4.56712899038035
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.84237106919153,5.3084326059381,4.57540183756482
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.77331927153636,4.41097188978347,4.09214558065992
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.77730513920873,3.8527572133031,3.81503117625592
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.627406669104,6.35875657903772,5.49308162407086
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.86725280021231,6.35488013935998,5.61106646978615
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13369209274402,5.58786385363838,4.8607779731912
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.99869394892682,6.88296299982288,5.94082847437485
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.00939555817081,7.0302995629308,6.0198475605508
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.88325257000439,5.48184915509216,4.68255086254828
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.22329873306636,5.71935717304686,5.47132795305661
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.51476560315064,5.89421715798189,5.70449138056627
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.30864301027832,5.28221241580399,5.29542771304116
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.93139961653911,4.8762894239065,4.9038445202228
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.86926816733268,5.52226716465877,5.19576766599573
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.7741442407335,4.04456226927089,4.40935325500219
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.09890684128116,4.64593866367007,3.87242275247561
