"","Unnamed..0","tissue","endometriosis","severity","p209135_at","p210896_s_at","p225008_at","p224996_at","ASPH"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.80942251837462,6.54309316873909,5.6517505739493,7.99112314942795,7.24884735262274
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41444776854398,6.8699587597683,4.9680408561982,7.74272480287179,6.74879304684557
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.3863841427725,7.05255197071023,3.86928795430106,8.22420468839015,6.63310718904348
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.24307348243116,7.49494223044704,6.02510952772566,8.45627371536109,7.55484973899124
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.82238037440398,7.71771249132294,5.10293480391399,9.02268338140375,7.66642776276116
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.66695940163548,7.82705848671644,5.27715533639517,9.02966675781243,7.70020999563988
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.40572656445216,6.76104650888536,4.2854620379345,7.77535009013271,6.55689630035118
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.66695940163548,7.60806380125179,5.55573368756379,8.94611121291584,7.69421702584173
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.27088804398399,6.94238795490312,4.30860226341502,8.51707514547479,7.00973835194423
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.82526200946666,8.23317818805945,6.19698727475365,10.0673873483959,8.58070370516892
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.82238037440398,7.97983781408131,5.67170652171331,9.41491934509953,7.97221101382453
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.82238037440398,7.79635344025926,5.64944589943152,9.06343123684877,7.83290273773588
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.16857093364217,5.94468199482856,4.90682610840797,7.01971324881276,6.50994807142287
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.16140578901649,7.98553025872349,5.94796273997067,9.37023031919978,8.11628227672761
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.66695940163548,7.09289495025629,4.9662689297079,9.09317116509926,7.45482361167473
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.62591792758212,7.31273489646599,5.57990760256917,8.55181349587067,7.51759348062199
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.53967543711042,6.96094606465215,5.68522809187109,8.31272829783921,7.37464447286822
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.00394292804057,8.11239455148541,5.5834428884328,9.12295790684028,7.95568456869977
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.72638499760235,6.91681243313141,5.31523054505032,8.91903229300444,7.46936506719713
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.99640380699387,4.5588302821255,4.74569435720024,7.66582464674116,6.24168827326519
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.14080552553457,4.07679910094872,3.69586528233541,7.2038349381977,5.7793262117541
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.75437279643633,5.82900316134159,5.01442993270035,7.67755575345181,6.81884041098252
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.73505937966105,2.93572109734263,5.08012498797743,5.13407724158543,5.47124567664163
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.91109045611518,4.89675107427665,5.06136807776654,7.03431980607211,6.22588235355762
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.59061386208698,4.18711508578532,4.79426444987063,6.20094299165661,5.69323409734988
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.99782385130233,2.51365204877212,3.4023949208358,4.70526384687308,4.40478366694583
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.28083620704921,4.06879839611683,4.83206457327815,5.25346752851617,5.35879167624009
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.70762679228203,6.72639008501343,3.44927493528385,8.36464815943304,6.81198499300309
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.03114522631433,3.85550252379766,4.6173534498389,6.74748716444527,5.81287209109904
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.55162745336519,4.06879839611683,4.03646781798762,6.28509121450854,5.48549622049454
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.50767776979452,3.49330171385402,3.64937426994545,6.08787439656895,5.18455703754073
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.30000298480385,5.5239093733688,5.97231404546988,7.72096556195463,6.87929799139929
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.36507571002414,3.83212559613913,3.4023949208358,4.92719999365049,4.63169905516239
