"","Unnamed..0","tissue","endometriosis","severity","p205849_s_at","p209066_x_at","UQCRB"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.719456966517,13.2095692182656,13.4645130923913
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.6624897856535,13.2121250356426,13.437307410648
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.7140872153775,13.2768081557727,13.4954476855751
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.4574182153155,12.9468291506938,13.2021236830047
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.5910357293447,13.1440290946653,13.367532412005
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.4053593199241,12.7381097729865,13.0717345464553
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.1454010788441,12.6598946551061,12.9026478669751
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.8788887577325,13.3782747283333,13.6285817430329
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.8303414186743,13.3468214207493,13.5885814197118
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.616569063864,13.1288845261446,13.3727267950043
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.6808480441538,13.1494202960133,13.4151341700836
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.6607329627595,13.2795542769801,13.4701436198698
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7369942471887,12.507298544606,12.6221463958973
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.4982018354257,12.975397165167,13.2367995002963
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.5567886561439,13.1514018744885,13.3540952653162
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.2364678647758,12.8005468495563,13.0185073571661
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.1929511027255,12.6608072018739,12.9268791522997
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.1768962199174,12.7144331293285,12.945664674623
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.2182971552174,12.7239950864953,12.9711461208563
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.3768819609438,12.2211103451282,12.298996153036
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.6217491831313,12.3728236963316,12.4972864397315
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.6759780612353,12.2294313998821,12.4527047305587
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.51222502839,11.2581341783907,11.3851796033904
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.2062593083107,11.952346850503,12.0793030794069
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.2085986325053,12.0505510758707,12.129574854188
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.2824085706266,12.0507065792045,12.1665575749156
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.8535657649144,11.7131513808534,11.7833585728839
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.6487698562322,12.3625414081244,12.5056556321783
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.1728101890129,12.988288441138,13.0805493150754
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.4300779858562,12.2689871356359,12.349532560746
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.0674298850603,11.7070601953308,11.8872450401956
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.9814171264966,12.6284499146574,12.804933520577
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.1782017013641,11.0333686448491,11.1057851731066
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.1276373332481,11.8159620096364,11.9717996714423
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.5834597874146,13.1577123075445,13.3705860474796
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.591440562227,12.1147421671904,12.3530913647087
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.4837200412077,12.0544567850615,12.2690884131346
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.8963373019142,12.6056236197932,12.7509804608537
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.9544606905981,12.6208504941479,12.787655592373
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.8807701339745,11.7159542889628,11.7983622114686
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.8405091160029,12.4962034709787,12.6683562934908
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.0399706669598,11.7859588411667,11.9129647540632
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.8613059568189,12.5777094532861,12.7195077050525
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.4674214845566,12.200274761437,12.3338481229968
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1315281618795,11.8363826131668,11.9839553875231
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.139235537094,12.8129290730693,12.9760823050817
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.1881543027897,12.1958564433193,12.1920053730545
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.6239606653715,11.3209420219735,11.4724513436725
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.0719006966132,11.8819202765525,11.9769104865828
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.2080915902985,11.8546331518285,12.0313623710635
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.2091071904132,11.9397741756635,12.0744406830384
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.0605160332132,11.6430701070557,11.8517930701345
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.8666915847669,12.701620508029,12.7841560463979
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.7039616392193,12.4319601612097,12.5679609002145
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.7039616392193,12.4394630503275,12.5717123447734
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.7551993389831,13.592861551075,13.6740304450291
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.5360024643704,12.3717092562298,12.4538558603001
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6840079792515,12.3443367883471,12.5141723837993
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.0456648022513,12.657785103871,12.8517249530612
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6410159763492,12.2623920250627,12.451704000706
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.398916063916,12.2187083362921,12.3088122001041
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.1192587303353,12.7250794434257,12.9221690868805
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.7039616392193,12.4151872435524,12.5595744413859
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.5094215316022,13.2412681059672,13.3753448187847
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.8774236094965,12.3733554232538,12.6253895163752
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.7432973448041,12.4414269627313,12.5923621537677
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.6123131185924,12.3197135532404,12.4660133359164
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",14.07767479577,13.5074552332822,13.7925650145261
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.9345233308654,13.5496333171536,13.7420783240095
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",14.2678830626393,13.8066279981848,14.0372555304121
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.8177486742967,13.0927815241165,13.4552650992066
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.9324079701257,13.37140210502,13.6519050375728
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",14.1813928385904,13.5683269200376,13.874859879314
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",14.0002304300085,13.4010613319364,13.7006458809725
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.7110242589308,13.2627624271504,13.4868933430406
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.980930000339,13.5197545898867,13.7503422951129
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.9640709281925,13.361100751459,13.6625858398258
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.5173066748126,12.8616885472304,13.1894976110215
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.9773599484481,13.4617726263637,13.7195662874059
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.5029320108777,13.3201249354159,13.4115284731468
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.7563248745046,13.4450999960478,13.6007124352762
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.9288567657757,13.5095582621017,13.7192075139387
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.535462244335,12.2322428814535,12.3838525628942
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.3068106119801,13.1030022569162,13.2049064344482
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.3993113933662,12.9709965582868,13.1851539758265
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.6750122658613,12.2214800483719,12.4482461571166
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2408491349422,11.8951014239542,12.0679752794482
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2293589653161,11.8718218135784,12.0505903894473
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.7039616392193,12.397390910536,12.5506762748776
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0711414364907,11.9665538972631,12.0188476668769
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3311578379164,12.1374597702909,12.2343088041036
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3227707741253,11.886283197766,12.1045269859457
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.6778902477637,11.3433853004712,11.5106377741175
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.4127035978698,12.0423108157476,12.2275072068087
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0755421095649,11.8357910496384,11.9556665796017
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.9037800626075,12.4945032704389,12.6991416665232
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.4481959790155,12.3197135532404,12.3839547661279
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.1404725829453,11.7288185097334,11.9346455463394
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.1057933206015,11.6883457485425,11.897069534572
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2452010835988,11.9795324267211,12.11236675516
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.0162756773607,12.7437033013803,12.8799894893705
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.8693582691587,11.4343289812472,11.651843625203
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.7624185447273,12.4558396200143,12.6091290823708
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2582065468743,12.0758255701578,12.1670160585161
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0384547947442,11.6914343552738,11.864944575009
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.6061170166042,12.3197135532404,12.4629152849223
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.450906371471,13.0158962086655,13.2334012900683
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.6805241527446,12.1777597957675,12.429141974256
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.7039616392193,12.3313903792404,12.5176760092298
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.7915634957391,11.3476694977791,11.5696164967591
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5920661827007,12.2286532551996,12.4103597189502
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.734713657239,12.3559565770103,12.5453351171247
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.9098415663042,11.5174196051237,11.713630585714
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.5103176797434,12.905507597878,13.2079126388107
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.2529879751198,12.7992297269177,13.0261088510187
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.4967376347759,12.8286829925344,13.1627103136552
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.5352902916924,12.9092561673028,13.2222732294976
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.6808480441538,13.1916795935599,13.4362638188569
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.7651120906769,13.1105903410726,13.4378512158747
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.5272008764415,13.1357312900011,13.3314660832213
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",13.8439139264523,13.0515115193004,13.4477127228763
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.4048196349382,12.6534765249759,13.0291480799571
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",13.5725171186823,12.9728233739203,13.2726702463013
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.6696578566386,13.0093656096252,13.3395117331319
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.77125278673,12.772753646584,13.272003216657
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.5684057619651,13.1008706557398,13.3346382088524
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.5557389213444,12.7207548112319,13.1382468662881
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.2342347440393,12.4197220686062,12.8269784063228
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.3936780303598,12.6783590756503,13.0360185530051
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.6179046075846,12.7215802710408,13.1697424393127
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.8539785920059,12.3197135532404,12.5868460726231
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",14.0327283452212,13.5055026165859,13.7691154809036
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.8999140903339,13.241862257436,13.5708881738849
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.9752316442482,13.2688512128317,13.62204142854
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.8823700387077,12.8811871899501,13.3817786143289
