"","Unnamed..0","tissue","endometriosis","severity","p1556655_s_at","p213557_at","p225694_at","p225690_at","p225697_at","CDK12"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.40081359906096,6.29371860382538,6.14967379045882,6.00518769590273,6.72416459844139,6.11471165753786
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.52216521413694,4.73331931450548,6.19034056037299,5.18858714855177,5.94828669067768,5.31653978564897
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.71880150019692,4.68134282712265,4.92918061747363,5.92926982723606,6.86943035680983,5.62560502576782
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84004150153517,5.77024223109281,6.08272157190809,5.20261502183685,5.67108365969718,5.51334079721402
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.08986932857646,5.73169326238697,6.91693735827613,5.03417086477513,6.06498103755349,5.76753037031364
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.47792866288212,4.86738558361427,6.20074163217645,4.82670476239197,5.52303127343757,5.17915838290048
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.1541730806488,3.44286733619267,5.38244653193485,4.06339967125115,6.26782409851504,4.6621421437085
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.6618950750997,4.87277128527114,6.10353485557062,4.66449461959211,6.90767381703394,5.4420739305135
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.76807951361041,5.42152188110354,7.06205971851671,4.99303551741979,6.53325928232747,5.75559118259558
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.40000887608663,5.61514304726255,6.07580427772051,4.06339967125115,5.96840773812909,5.22455272208999
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.08986932857646,4.20011524888069,6.76593482017359,4.92658733149062,6.56395788719704,5.50929292326368
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.14497975368171,5.32707668003544,6.08272157190809,5.1149483210457,6.51875049131766,5.63769536359772
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.35574901100828,5.6159850557728,6.01704118146168,4.42207806065301,7.10465222274671,5.7031011063285
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.83598091823819,5.23315232244254,6.83088643808604,5.27232891041298,7.00744843085442,5.83595940400683
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.33093457323538,5.21082685207261,6.6368277870824,4.81220498641708,6.59792735411068,5.51774431058363
