"","Unnamed..0","tissue","endometriosis","severity","p210039_s_at","p210038_at","PRKCQ"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.77014435589454,7.67733210676454,7.72373823132954
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.83633879518316,6.92370194488564,7.3800203700344
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.51748591059609,3.61947242224881,3.56847916642245
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.44916633717529,4.43770189193487,4.44343411455508
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.65672982238447,5.85505968644593,6.2558947544152
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.51748591059609,3.14091902392104,3.32920246725856
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.37792317170669,2.79598820474539,3.58695568822604
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.30982246428241,4.40700067502097,4.35841156965169
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.0959756394391,6.57445220812904,6.83521392378407
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.67322461353034,2.79598820474539,3.23460640913787
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.68844587313066,3.42809463394714,3.5582702535389
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.30865801165205,3.07013089169336,3.1893944516727
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.5571416259845,3.16891525704946,3.36302844151698
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.74943288458162,5.8093206504016,5.77937676749161
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.20499630934408,6.43782148722199,6.82140889828304
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.51748591059609,2.82375374448982,3.17061982754295
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.43148870671252,2.9106379084202,3.17106330756636
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.5571416259845,2.95228973897186,3.25471568247818
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.51748591059609,2.98291654334606,3.25020122697107
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.34737349522303,2.79598820474539,3.07168084998421
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.7551329774547,6.76654056313109,6.7608367702929
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.34737349522303,2.77517600435924,3.06127474979114
