"","Unnamed..0","tissue","endometriosis","severity","p203289_s_at","p210672_s_at","p214273_x_at","NPRL3"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.92682923817282,5.51665509514786,6.07472814342097,5.83940415891388
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.3313791121485,3.82218355541892,6.00553715278334,5.38636660678359
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.15983324827035,5.5002371888161,5.73595998990169,5.46534347566271
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.15013659195287,3.88097651984317,6.05160189490279,5.36090500223294
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.31716466614289,5.06066263353618,6.00553715278334,6.1277881508208
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.39435001852332,5.19411922995328,6.00553715278334,5.86466880041998
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.62168781198844,4.50968674805642,6.25334668958389,5.79490708320958
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.88200540592856,4.53395946154687,6.59272999131753,6.00289828626432
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.08961213681197,4.53447820095398,6.00553715278334,5.54320916351643
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.51204933652097,3.88831307243649,5.33843454496358,4.91293231797368
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.33270808074,4.80812772810175,6.05310033694436,5.73131204859537
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.38089193378135,5.04588543216306,5.56372244017926,5.66349993537456
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.54691994926733,5.91254350869498,6.16001787914842,6.20649377903691
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.38274403423138,5.92001847759932,5.2534708946798,5.51874446883683
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.92901807350847,4.53370133830317,6.00553715278334,5.48941885486499
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.08453670897359,5.25346987082057,6.03811659144178,5.79204105707865
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.97319596977748,4.94936198749589,6.10097688704537,5.67451161477291
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.87382497976271,4.21576779076339,5.83147873218116,5.64035716756909
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.2109263270413,5.32730174304151,4.86095555715232,5.46639454241171
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.15970782881656,7.67346786121856,8.73496544538626,7.85604704514046
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.58104785661779,7.73342055535304,8.49775876587812,7.60407572594965
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.35977339494249,8.10505442183075,7.98072707628841,7.81518496435388
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.02765541496016,7.37906820118747,7.83616046405899,7.08096136006887
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.98474688826952,8.03827953261647,8.9395553620902,8.3208605943254
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.87313360605081,7.62729887138215,8.27335813467442,7.92459687070246
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.23181431837336,8.05735998927116,8.78248172499565,8.35721867754672
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.32744141619499,8.96697700752139,8.87319453157287,8.38920431842975
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.42591055600093,7.30580940851816,8.29815810285,7.67662602245636
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.7846421319166,5.3526271576256,8.6544792215414,6.93058283702787
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.79566926874603,8.13874936111537,8.67656033093856,7.87032632026665
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.88341877090687,8.41223855414778,9.35585448744555,8.55050393750007
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.70377290303299,7.8220427265305,8.4302205943471,7.9853454079702
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.78929011025769,9.07271444785734,10.0828602305743,9.31495492956311
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.78585180502314,9.02852027434425,9.4275481294934,9.08064006962026
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.35002851382452,6.60515730936411,7.53559271574971,6.83025951297945
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.01017382866597,8.29715973745907,8.38251808099338,8.22995054903947
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.16135430751531,8.74117043704557,9.21008079933454,8.37086851463181
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.55208939898588,6.73448827976327,7.92030987363555,7.06896251746157
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.06152689365699,8.09224403598437,8.85125188618955,8.00167427194364
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.88555800782708,7.83930138781594,9.52930156179386,8.41805365247896
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.7294360845924,7.48486666631277,7.82485023247488,7.01305099446002
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.30874689763356,8.42192590281135,8.75612401762494,8.49559893935662
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.37127751736473,6.58159847036304,8.54742446316486,7.16676681696421
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.54847113446869,7.28231865559142,8.24454449668523,7.35844476224845
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.00589190103137,8.27823967739324,8.76053287863989,8.34822148568817
