"","Unnamed..0","tissue","endometriosis","severity","p223506_at","p239644_at","ZC3H8"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.00403189441611,4.7227385547949,5.3633852246055
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.07248692373219,3.83288489217894,4.45268590795556
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.60103562831855,3.27670642168901,4.43887102500378
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.43421577737161,3.98181894957368,4.70801736347264
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.22578160013774,4.11691640632601,5.17134900323187
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.05891443931327,3.86325298041577,4.46108370986452
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.05891443931327,3.35025445801107,4.20458444866217
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.80706549526023,3.98181894957368,5.39444222241695
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.08235511638291,4.11691640632601,5.09963576135446
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.4675492031818,2.94605609220431,4.70680264769306
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.30867715090267,3.80918841181986,5.05893278136127
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.4838895714215,4.11691640632601,4.80040298887375
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.05891443931327,3.83288489217894,4.44589966574611
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.99806178139334,4.05925838928015,5.52866008533675
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.58016007256337,4.59087928453228,5.58551967854782
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.61216177352911,3.86501383685632,4.73858780519272
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.36030253153828,3.91990867584961,5.14010560369394
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.15902294939247,3.83288489217894,4.4959539207857
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.73615842617275,4.11691640632601,4.92653741624938
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.5984940242727,3.57230254103351,4.08539828265311
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.06043226215187,3.98181894957368,4.52112560586277
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.08033953245685,2.90298367373003,3.99166160309344
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.05891443931327,3.71648159450326,4.38769801690827
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.96782734155066,4.34583008607006,4.65682871381036
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.03042432149708,3.38957534966355,3.70999983558031
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.05891443931327,4.07063403796853,4.5647742386409
