"","Unnamed..0","tissue","endometriosis","severity","p219113_x_at","p224494_x_at","p224497_x_at","p228713_s_at","HSD17B14"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.58566222059916,4.8346974615269,4.77513371835198,4.50488484601121,4.42509456162231
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.8608257482575,4.77513371835198,3.91754429275428,4.28169607940231
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.8608257482575,4.77513371835198,4.95769932325863,4.5417348370284
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.91836984110946,4.77513371835198,3.49118356307485,4.18949192019544
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.67511815635969,4.8608257482575,4.77513371835198,4.24363709002419,4.38867867824834
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.8346974615269,4.77513371835198,4.24859573156678,4.35792686742279
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.8608257482575,4.77513371835198,4.1607648227363,4.34250121189782
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.8608257482575,4.81128247238899,4.29412137806184,4.38487753923845
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.88446261448624,5.67785379208498,4.99693436480467,5.11827705808127,4.91938195736429
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.8608257482575,4.77513371835198,3.39033511573136,4.14989378514658
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.8346974615269,4.77513371835198,4.46767530591685,4.4126967610103
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.8346974615269,4.72170698085624,3.96309086436433,4.27319396624824
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.8346974615269,4.72170698085624,3.4415455337211,4.14280763358743
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.91836984110946,5.0098527990379,4.89385089705229,4.59883852386128
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.80143219787883,4.91836984110946,5.08323742681123,4.87325183472933,4.66907282513221
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.8608257482575,4.77513371835198,3.4415455337211,4.16269638964402
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.8346974615269,4.77513371835198,3.4415455337211,4.15616431796137
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.8346974615269,4.72170698085624,2.70155394585531,3.95780973662098
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.8346974615269,4.72170698085624,4.09686487701266,4.30663746941032
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.37663975026488,5.58307027866067,5.62162341750197,5.34268904083451,5.23100562181551
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.49040359715845,6.31506877829283,5.91658066722903,6.2995431570806,6.00539904994023
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.61590828877151,5.57921201475454,6.44128545702392,6.42779241625159,6.01604954420039
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.37525762314469,7.42198474715966,6.99889172686683,6.93687501685237,6.93325227850589
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.156843677444,5.91665792837451,5.65367631137093,5.90609010169751,5.65831700472174
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.69092496921549,6.26283234888445,5.98035213500716,5.74987001453476,5.92099486691046
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.95727229365431,7.21449849454943,6.82875024337179,6.77648947653118,6.69425262702668
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.44363223257677,9.5377361276931,9.00097447579824,9.30182536906822,9.07104205128408
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.22956770498884,7.10061593446437,7.21179006216785,6.8658781521641,6.85196296344629
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.4544614378721,5.34314010006046,5.52056052078428,6.00270008764378,5.33021553659016
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.65978194503269,8.74361230265475,8.276512504978,8.1980743541431,8.21949527670214
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.26680399575765,7.86776504449514,7.72391280072595,7.74676110585861,7.65131073670934
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.06000687726526,7.08486775970509,7.26444173988178,6.27880320763416,6.67202989612157
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.38647324937226,8.38632320651014,8.22854302041801,8.46784163982661,8.11729527903175
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.71306733569855,8.51384391724639,8.89858613945346,8.23832527826617,8.34095566766614
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57328055824548,4.91964802883554,4.72170698085624,4.60674171288502,4.45534432020557
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.60956324044709,6.66927261889557,7.10822898573916,6.51871987382835,6.47644617972754
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.36332694327176,8.27908559537659,8.05771969074699,7.62777636865708,7.83197714951311
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.80143219787883,4.86199711904843,4.84928689647696,4.64788769987636,4.54015097832015
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.08990320477503,8.049647840109,7.68848740734193,7.56229579677494,7.59758356225023
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.09078679450358,5.926073659865,6.59695436478408,6.11033593346175,5.9310376881536
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.93606078532229,7.05469198045758,6.71807808374764,6.59570511005219,6.57613398989493
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.22959247621393,7.40546794186635,7.2566315933212,7.12379158034184,7.00387089793583
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.59721781766294,6.85208779149373,6.89032576947946,6.58800417111031,6.48190888743661
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.45189288013873,5.63302780079264,5.56838696822794,5.60499382083523,5.31457536749864
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.25729129208692,6.94096920539772,7.01564360582982,6.58084832627872,6.4486881073983
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.50425079883629,8.38861000187132,7.88479042839249,7.99941166408908,7.9442657232973
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.10867649720206,8.21600009201666,8.15228859575141,8.09563364826007,7.89314970830755
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.21237723925858,6.33740048204012,6.64700241325131,6.27820716919777,6.11874682593695
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.33194563294871,5.42658944260319,5.45736866640756,5.2741441587908,5.12251197518756
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.89634927956041,7.15851160925949,7.04452171490215,7.3934840935126,6.87321667430866
