"","Unnamed..0","tissue","endometriosis","severity","p205763_s_at","p208896_at","p208895_s_at","DDX18"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.40913458925075,9.44349554532642,10.63300031447,9.16187681634906
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.75321499909822,7.82740176127982,10.6001675470658,8.72692810248128
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.60840988573625,7.68404062940801,10.5404647043874,8.61097173984389
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.29887880731553,7.83129969770978,10.701708225433,8.61062891015277
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.80603745396156,9.05227928721355,9.97616102311613,8.94482592143041
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.47480147526922,8.27673734124956,10.6055965372282,8.78571178458233
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.50807545723137,7.65515239654722,10.2640986263176,8.14244216003206
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.66297818491202,8.43982640899632,10.5738860109506,8.89223020161965
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.00478773330893,8.47763221437028,10.5388688144005,8.67376292069324
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.58401903122141,8.64460668045177,10.4412497754954,8.88995849572286
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.42442319463903,8.74052987383533,10.1497207621146,8.77155794352965
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.38774320391782,9.36251747876919,10.6172254128608,9.1224953651826
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.5386865129419,8.12356951391622,10.9476850846868,8.53664703718164
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.46994765876402,8.65887214509475,10.8771880437538,9.00200261587086
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.69556253724816,9.37793484441743,10.445642678636,9.1730466867672
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52206951744301,8.76579945453578,10.4533820103384,8.91375032743906
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.01965163708125,9.27767589806314,10.5574114839866,8.95157967304366
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.09810707187053,9.67474103501159,10.5654967142434,9.44611494037517
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.70784299190274,9.49401280543156,10.4240280454457,9.20862794759333
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.40869791287908,7.27546630728198,8.94086625743043,7.2083434925305
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.10509684490644,7.53449166119793,8.8445316934794,7.16137339986126
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.77976208257911,7.02356063424406,8.71284393564959,6.83872221749092
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.63646406915512,7.77449876959805,9.97924774056099,7.46340352643805
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.8778736818767,7.08194793379499,7.84814101463816,6.93598754343662
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.36313875472764,6.48484179990684,8.46459720631746,6.43752592031731
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.96992752443013,5.70018806312547,7.92297887569477,5.86436482108346
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.07261099723262,4.30771560650841,6.97832661638082,5.11955107337395
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.3041103551486,7.93817519940102,9.27802002676138,7.840101860437
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.0753450338745,6.55144758344048,8.04083540494732,6.22254267408743
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.5404602762446,6.15091168649984,7.70941439780397,5.8002621201828
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.68550716969388,6.55182731888062,8.38598136118447,6.87443861658632
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.6880932294692,7.866481893358,9.06394690991146,7.53950734424622
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.62316369842209,4.72801471031756,6.91222650599924,5.0878016382463
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.0747956373805,5.77573702662529,7.69496202611608,5.84849823004062
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.29706940853365,9.05616071827882,9.57482694813319,8.64268569164855
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.85633646803537,7.38764469655798,8.45989424763059,6.90129180407465
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.59784599669483,6.29128688298936,8.52745349180643,6.13886212383021
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.79727546331628,8.00145164245267,9.16981070634256,7.65617927070384
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.33296248237586,6.8360977550895,9.58921239577587,6.91942421108041
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.4373287294349,6.23738514516795,8.3876137560329,6.02077587687858
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.74911296497973,8.22778339440652,10.1177955925321,7.69823065063945
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.03840872964644,6.9246105921977,7.75713050758582,6.57338327647665
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.5404602762446,5.47283157470538,8.99262665017212,6.00197283370737
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.90110583321008,7.70440323091946,9.86375087709196,7.4897533137405
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.58993370124887,6.6134690603365,8.2606443865401,6.48801571604182
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.039193179229,7.03532655340065,9.75555954509694,6.61002642590886
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.41561926657902,4.41353012405516,7.24882392175527,5.02599110412982
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.9466591717132,7.82216126449589,9.37779685188825,7.38220576269911
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.46434616436628,6.53951880113135,8.95025698820618,6.65137398456794
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.5404602762446,4.85782208567689,8.21801960874871,5.53876732355673
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.74379498615109,5.9609646604355,8.56964766140657,6.09146910266439
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.06131204659221,5.71060852607264,7.71285376451578,5.82825811239354
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.74911296497973,6.73807454631726,8.14420641103947,6.54379797411215
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.83561806686853,6.8305304629331,8.80764527953788,6.8245979364465
