"","Unnamed..0","tissue","endometriosis","severity","p223412_at","p229970_at","p229298_at","KBTBD7"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.39541542910509,5.94074876148387,6.6993683354915,6.67851084202682
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.76614807868572,3.63077256616185,5.84004519146712,5.0789886121049
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.00636266119256,2.89977911543517,5.47201701829031,4.45938626497268
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.22148065791083,3.27824462171895,3.847585908964,4.11577039619793
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.67396764860003,4.51074437123296,6.5550265973339,6.24657953905563
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.19765840217828,2.75663695530392,4.38838032841933,3.78089189530051
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.87125814641593,2.31068969961359,3.35415638647429,3.1787014108346
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.93500243674941,3.61797056417,4.96461842110855,5.17253047400932
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.98584668408858,4.71856361308428,6.06735167285012,5.92392065667433
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.92092217522627,2.50746597210296,4.80465632929295,4.07768149220739
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.9226592297595,5.09371856227434,6.38657553525611,6.13431777576332
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.72103993987211,4.30719450372626,6.17032176182692,5.7328520684751
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.19797869935844,3.27824462171895,4.34216870450255,3.60613067519331
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.66771504371107,5.6186604099249,6.27601393874582,6.52079646412726
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.51005674459915,5.8353480233705,6.67453432633076,6.67331303143347
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.10745098158805,3.63077256616185,5.14942267287802,4.62921540687597
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.33058484490975,3.63077256616185,4.8213638728891,4.5942404279869
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.67462038046298,3.63077256616185,5.49873359426037,4.93470884696173
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.11097629101308,3.80522150342533,4.78572121947201,4.56730633797014
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.59024489560609,3.57412502383454,3.64978447088106,4.2713847967739
