"","Unnamed..0","tissue","endometriosis","severity","p1569189_at","p226175_at","TTC9C"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.63796044358826,5.52497508736808,5.08146776547817
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.11661487564291,6.74500336723576,5.43080912143934
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.88535510949289,5.7500078249007,5.3176814671968
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.65693869386836,6.35343392105403,5.0051863074612
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.98592528678006,6.19893026596563,5.09242777637284
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.86195519642842,6.29710382781967,5.07952951212404
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.6168073977182,5.86997591904825,4.74339165838323
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.09889710851849,6.11230451780459,5.10560081316154
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.39892840538565,6.50763708311321,5.95328274424943
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.60281910438497,6.20688325260912,4.90485117849705
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.33143399832873,5.95061997940522,5.14102698886698
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.83415001625413,6.33946736650038,5.08680869137726
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.86195519642842,5.52100671249429,4.69148095446135
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.98592528678006,6.45083355267382,5.21837941972694
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.08791232525341,6.79652714366378,5.44221973445859
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.07337471742473,6.01847023197352,5.54592247469913
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.27131469416269,6.28316366862374,5.27723918139321
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.98592528678006,5.52100671249429,4.75346599963718
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.44521896620645,6.67589063246188,6.06055479933416
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.74782517987056,8.11954791585136,6.93368654786096
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.42158192906568,8.18192923929405,6.80175558417987
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.95908207395237,7.65833452546435,6.80870829970836
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.38832042337233,7.28884443719643,5.83858243028438
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.91785683064482,7.68969891973439,6.3037778751896
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.74371092059787,6.92884802509532,6.33627947284659
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.41904994475166,7.98080001976562,7.69992498225864
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.02105001117287,7.19258770100428,5.60681885608857
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.17454933235042,7.39565900166623,6.28510416700832
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.60100740291276,8.09738836516098,6.84919788403687
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.45516115408168,7.79197523327565,7.12356819367866
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.02105001117287,7.42640772461562,5.72372886789424
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.7128508867232,7.14785451911809,5.93035270292065
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.88938910735727,7.75752027863572,6.3234546929965
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.73711308160966,7.07132687390797,5.90421997775882
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84136856137653,7.6816837764254,6.26152616890097
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.84075822118309,7.62651664026182,6.23363743072245
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.14109856342814,7.26030118195604,6.70069987269209
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.02222644615061,7.76632778032324,6.89427711323692
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.92830907949416,7.78951299933419,6.35891103941418
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.99867061446668,6.86170512934687,5.93018787190677
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.55232368311417,7.27257211394194,6.41244789852805
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.16298499270876,7.9508576559883,7.55692132434853
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.86195519642842,7.98799842181303,5.92497680912073
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.97781542320478,7.02350860690122,6.000662015053
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.55838434450533,7.51071558445227,6.5345499644788
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.55109175221094,8.15515864479554,6.85312519850324
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.99403195947006,7.65665054698638,5.82534125322822
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.93512916066694,7.32833731827678,6.13173323947186
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.1544660148022,8.08152443303627,6.61799522391923
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.2698074263184,7.79956809783694,6.03468776207767
