"","Unnamed..0","tissue","endometriosis","severity","p209264_s_at","p209263_x_at","TSPAN4"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.62132020224867,6.90562637481942,6.26347328853404
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.34171579995442,5.65324959070578,5.4974826953301
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.96140342572185,7.62420851218211,6.79280596895198
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.80022240222596,7.27113429432921,7.03567834827759
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.20733136047174,7.89116780088092,7.54924958067633
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.12506220544624,7.7737768275103,7.44941951647827
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.55966854112472,6.75707156140816,6.15837005126644
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.22116836890015,7.20368876243839,7.21242856566927
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.22015420454452,7.9486409776215,8.08439759108301
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.12506220544624,7.03206589020909,7.07856404782767
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.21558272555165,6.42059934760658,6.81809103657912
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.4342017079967,8.08202473114904,7.75811321957287
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.59657562327029,6.3874920743716,6.49203384882095
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.32595881527507,8.08459136350574,7.7052750893904
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.96796880007943,7.36748947035174,7.16772913521558
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.37244798087635,8.42621852015633,7.89933325051634
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.12506220544624,7.24826686134797,7.1866645333971
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.467810979743,6.57557521272107,6.52169309623203
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.12506220544624,7.93036472619107,7.52771346581866
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.27053379395451,9.32875761073038,9.29964570234245
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.43622196919823,8.68218401030975,8.55920298975399
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.75485295420101,9.43835601150532,9.59660448285316
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.86063790782034,9.41360849504317,9.13712320143176
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.6034080945274,10.090425206687,10.3469166506072
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.2180242483951,10.4887369147603,10.8533805815777
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.3837726988887,10.2875907055165,10.3356817022026
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.9143533670784,11.3413859011318,11.1278696341051
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.58860317002189,9.39129555716931,9.4899493635956
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.31905766122541,9.18939801156699,9.2542278363962
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.0965346498136,10.3113587441565,10.203946696985
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.3449755848362,10.742615894925,10.5437957398806
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.2784505870652,9.78790467840086,10.033177632733
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.2647103842608,11.1210421905907,11.1928762874258
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.3884380212455,10.7436384841319,11.0660382526887
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.42186283282238,7.9829633615044,7.70241309716339
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.0947752739688,9.75901951676048,9.92689739536464
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.0347773742912,10.3032747483109,10.1690260613011
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.86057587574774,8.85009931073833,8.85533759324304
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.84559634984021,9.98812409937369,9.91686022460695
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.9515465639818,10.7220487977659,10.3367976808739
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.38390719550683,9.27148208686732,8.82769464118707
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.6694587198383,10.7573325369116,11.213395628375
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.44647700870447,9.27514428222431,8.86081064546439
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.53538220207098,9.65539240191568,9.59538730199333
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2860540455396,10.1367644311497,10.2114092383447
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.94799344526963,9.81148620059099,9.87973982293031
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.0285706254814,10.4582476041382,10.2434091148098
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.28450231841834,9.46025349807731,9.37237790824783
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.63945538980565,9.94217257873431,9.79081398426998
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.26757285175618,9.99999934668105,9.63378609921861
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.7693538544413,10.2432221524766,10.006288003459
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7026505872016,10.9653934273731,11.3340220072873
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.7943165107568,10.4861865331558,10.6402515219563
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.59843059172793,8.53612272666189,8.56727665919491
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.81851545773556,9.82463760292211,9.82157653032883
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.82998002283969,8.76967599139488,8.29982800711728
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.0387936980009,10.3291721934662,10.1839829457336
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.4448774185869,9.12012464806768,9.28250103332729
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.20286683044542,8.71371814734348,8.95829248889445
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.49735647259845,8.65631501200493,8.57683574230169
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.1586789311949,10.0581070647601,10.1083929979775
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.3698360617507,9.78402661196364,10.0769313368572
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.86096053096895,8.92455143283056,8.89275598189975
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.67745184059658,9.45194257314451,9.56469720687054
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.71261609088526,7.57424091561935,7.6434285032523
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.3167323572408,9.68719319472755,10.0019627759842
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.5957376622197,10.0579402888033,10.3268389755115
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.8840329101764,7.97838406116552,7.93120848567096
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.75778881475058,7.84466595709167,7.80122738592113
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.32848549825527,8.36843437920564,8.34845993873046
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.91298748153223,8.64539286972414,8.77919017562818
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.44662231422265,7.23734530243875,7.3419838083307
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.87164151138493,8.51863431903741,8.69513791521117
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.23680597213934,7.95505804289485,8.0959320075171
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.47881568619028,7.334736770312,7.40677622825114
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.37115889153351,8.47481696627057,8.42298792890204
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.58750839234138,7.59290320140893,7.59020579687516
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.64324487850538,8.13205215337632,8.38764851594085
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.53133798135484,8.50831681365631,8.51982739750557
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.56222906476865,8.13558523343254,7.8489071491006
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.84471271142956,7.88072850254686,7.86272060698821
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.55994287574528,8.39313294488704,8.47653791031616
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.64092604475064,9.43755976788686,9.53924290631875
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.20359084456125,8.39937515887349,8.30148300171737
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.5582382285617,9.74837823862227,10.153308233592
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2307246021455,9.32403321837451,9.77737891026
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2794951750217,10.5209694903197,10.4002323326707
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6669456737175,10.1136237665742,10.3902847201458
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6567126096682,10.1730540534358,10.414883331552
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.5545730683356,9.91671469859377,10.2356438834647
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.99522579817128,9.05955392118143,9.02738985967635
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.3135118155737,11.3561989476521,11.3348553816129
