"","Unnamed..0","tissue","endometriosis","severity","p218808_at","p221934_s_at","DALRD3"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.63220177796579,6.74993051998697,6.69106614897638
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.53255523768791,9.23110143450354,8.38182833609572
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.43281836997754,8.89812288280576,8.16547062639165
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.31260519752163,8.93852751428643,8.12556635590403
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.80519663903432,7.44845936039681,7.12682799971557
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.38134208458705,8.65829523205486,8.01981865832095
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.42630923107762,9.20171502494847,8.31401212801305
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.99807891186822,8.9499347616079,8.47400683673806
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.76240377267418,8.53390136649736,7.64815256958577
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.31194771563306,8.13320058225171,7.22257414894239
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.81106686990071,7.48585890453165,7.14846288721618
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.36757134756609,9.50615557464202,8.43686346110406
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.76338302982336,5.97786266227974,6.87062284605155
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.04093402098773,8.11295500886028,7.576944514924
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.21633183323266,8.26601846706057,7.24117515014662
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.33482807739696,8.65027302293224,7.9925505501646
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.97404900016972,8.83735099856533,7.90569999936753
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.57949929134763,7.80664638253573,7.69307283694168
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.76243737682593,8.05090472707638,7.40667105195116
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.60917854920381,11.3371188895599,9.47314871938186
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.84820159404977,11.1147177761368,9.48145968509328
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.41319483928623,11.1581545715788,9.28567470543251
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.6686393105449,9.12817847694367,7.89840889374429
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.58671787020182,11.3248203127647,9.45576909148326
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.48774484708588,11.2076038093977,9.34767432824179
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.61996030554721,11.5778854698989,10.0989228877231
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.42757461448175,11.7502332863129,10.0889039503973
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.58844223202225,10.8451105442351,8.71677638812868
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.29884814072969,10.4073102750385,8.85307920788409
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.94415871228356,11.5142461226747,9.72920241747913
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.3558836762956,11.3958440483304,9.375863862313
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.50161278775477,10.630482168029,8.56604747789189
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.10686578631074,11.7959611649191,9.95141347561492
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.26940809945942,11.8700025929012,9.56970534618031
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.87702118680595,9.85347147886014,8.36524633283305
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.60152290439873,11.4747883719327,9.53815563816572
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.45378268808355,11.5021331691781,9.97795792863083
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.80774407365349,10.038120134509,8.42293210408124
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.89868955940324,10.7933553013911,9.34602243039717
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.13550396243424,11.1218881206207,9.62869604152747
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.35842963919563,9.27032335488049,8.31437649703806
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.03598972053312,10.9125303684002,8.97426004446666
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.29280110411022,10.6311754170684,9.46198826058931
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.93246325652876,9.78380339457214,8.35813332555045
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.63364849113114,11.3778569544453,9.50575272278822
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.57809601396558,10.7797976548288,9.17894683439719
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.10678895778842,11.7746040032975,9.94069648054296
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.09322275369299,9.70786874976998,8.40054575173149
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.35261999472638,11.2410781376703,9.79684906619834
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.44273530716552,12.0421197866544,10.24242754691
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.32475038808141,11.4568404233571,9.39079540571926
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.30020632695424,11.8345264196702,10.0673663733122
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.35818986911985,11.61324554142,9.98571770526992
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.31194771563306,11.5072729681706,8.90961034190183
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.55615209218001,10.9212664761961,9.23870928418805
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.80148357258079,9.71871273135476,8.26009815196777
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.78905893086481,11.4518314238986,9.6204451773817
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.07603082687661,10.7173505778328,8.89669070235471
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.81776642124431,10.0412034081611,8.42948491470271
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.58582473943716,11.0938967349905,9.33986073721383
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.84539914333571,11.032974575596,8.93918685946586
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.57206497465514,10.4920346717674,8.53204982321127
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.48770933011411,10.3894160525156,8.43856269131486
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.60318324429542,9.48312317150273,8.04315320789907
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.74259930354945,10.3394740331985,8.54103666837397
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.69101610989439,10.6585453092848,8.67478070958959
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.98175714759401,11.1949061462655,9.08833164692976
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.50218118953783,8.76617629621839,7.63417874287811
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.54389224574528,9.01922308524616,7.78155766549572
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.61919443184583,8.94271187846669,7.78095315515626
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.33918221106321,8.71004967961215,7.52461594533768
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.31194771563306,8.81425845141517,7.56310308352412
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.96586362346036,9.32409252431179,8.14497807388608
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.81324105694552,8.81506755749991,7.81415430722272
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.24543810076172,8.88483036978577,7.56513423527374
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.57550455702391,9.00412258802378,7.78981357252384
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.70101597024784,9.1997140740095,7.95036502212867
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.28769994467145,9.46912690481503,7.87841342474324
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.19298363396158,8.76233239187655,7.47765801291906
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.53371060615259,9.40903794766619,7.97137427690939
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.34261425568468,9.1528111001211,7.74771267790289
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.58844223202225,9.13382621048659,7.86113422125442
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.57304421220601,9.86289905012517,8.21797163116559
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.58844223202225,9.96682806858508,8.27763515030366
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.200881525417,10.7813831459339,8.99113233567545
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.4540014769327,11.0735405045051,9.2637709907189
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.20777621460647,11.2611609075253,9.73446856106588
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.24997697773815,11.2096595746258,9.22981827618197
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.36417745287468,10.2004414225474,8.28230943771104
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.91003602466542,11.2873650330383,9.09870052885186
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.58908096626613,10.7679761232579,8.67852854476202
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.64480798868699,10.8610563004656,9.2529321445763
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.58844223202225,10.5651511045415,8.57679666828187
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.58913443158545,10.2409730652531,8.41505374841928
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.93071528433004,10.9093233520162,9.42001931817312
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.31194771563306,9.83458776044344,8.07326773803825
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.41201398670903,10.6283490565065,9.02018152160777
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.63580548792729,10.7389255088517,9.18736549838949
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.90836644885223,10.7416233549354,9.32499490189381
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.85522195193666,9.71253163408293,8.7838767930098
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.93135613687558,10.5585553264675,8.74495573167154
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.11617834866712,10.4333355851267,8.77475696689691
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.14225302497215,10.5365566294548,8.83940482721347
