"","Unnamed..0","tissue","endometriosis","severity","p206331_at","p210815_s_at","CALCRL"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.48366861345679,2.71495331225291,5.09931096285485
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.87040233766426,4.97417674510878,5.92228954138652
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.67518855250764,3.97772614800567,5.32645735025666
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.09820990314133,6.47167584893291,7.28494287603712
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.19414369612779,5.42546702889357,6.30980536251068
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.04233358659438,6.5442363338006,7.29328496019749
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.08582315136624,3.43853766055523,5.76218040596074
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.62722637285175,5.12076552343557,6.37399594814366
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.49216373778454,3.62222609331606,5.0571949155503
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.28344013789979,7.64753948946679,8.46548981368329
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.51699562648542,5.62643382313992,6.57171472481267
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.9726717205836,3.08377933222587,4.52822552640473
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.70352752909687,4.29592194397861,5.49972473653774
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.94134122096562,3.76958236354545,4.85546179225553
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.92470044449767,2.686127561853,4.30541400317534
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.5242485598837,6.9133984221658,7.71882349102475
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.1271397302996,7.35237788859632,8.23975880944796
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.48177660616811,6.91559823159066,7.69868741887938
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.28385782476188,7.21253312042213,8.24819547259201
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.08899591102072,2.88105021662189,4.4850230638213
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.58738874679123,2.35618571600593,3.97178723139858
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.17338884825594,2.686127561853,4.42975820505447
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.83522424893268,2.5379093618918,4.18656680541224
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.39919905993617,2.5379093618918,4.46855421091399
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.49396707002026,2.5442790472714,4.51912305864583
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.58738874679123,2.57345247186095,4.08042060932609
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.58738874679123,2.51686605138163,4.05212739908643
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.60753463806612,2.39035484218261,3.99894474012437
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.60753463806612,2.35618571600593,3.98186017703603
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.45968065937276,2.23602791534862,3.84785428736069
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.58738874679123,2.57657446378798,4.0819816052896
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.48239618035688,2.23602791534862,3.85921204785275
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.60753463806612,2.27782671742337,3.94268067774474
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.60753463806612,2.51686605138163,4.06220034472388
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.72968603222026,4.40028196313927,6.06498399767977
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.85494670580585,2.90785399132911,4.88140034856748
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.45968065937276,2.23602791534862,3.84785428736069
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.18262044168211,2.686127561853,4.43437400176756
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.60753463806612,2.35618571600593,3.98186017703603
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.6870389521866,2.5379093618918,4.1124741570392
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.61256916321027,2.23602791534862,3.92429853927944
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.60753463806612,2.45176235471089,4.02964849638851
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.58576064962614,2.23602791534862,3.91089428248738
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.92470044449767,2.59002132109954,4.25736088279861
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.98385618375687,2.35618571600593,4.1700209498814
