"","Unnamed..0","tissue","endometriosis","severity","p203345_s_at","p203347_s_at","p203346_s_at","p209704_at","p209705_at","MTF2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.15776344893912,6.1773341277829,6.70224156604925,6.50885751948033,7.43983684528688,6.9972067015077
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.66326237075484,5.51210956163109,6.31404301838715,5.03758547629027,6.85540104828532,6.47648029506973
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.9316406019378,5.61801425489326,7.41543548930547,5.26291183237258,6.7260210557656,6.79080464685494
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.56700729357749,5.21968135918812,6.27343894338111,4.77288233080425,6.51546236226477,6.26969445784315
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.05494722439609,7.87072241665462,6.8342108459628,6.22659380544575,7.30913795708392,7.25912244990864
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.5679881131733,6.01504118313806,6.55313395460813,4.97840105010404,6.94644955582519,6.61220277136974
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.78023910338102,4.56529377896928,6.54346580102686,4.77288233080425,6.49106855893352,6.03058991462299
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.80369459055024,6.31147308348715,8.44883881268408,6.09170906090653,8.5557017328825,7.8422834561021
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.77024671190243,6.19349841912783,7.39139447997142,5.9756906580956,7.43983684528688,7.15413342287683
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.75612401762494,6.861713482069,6.71222695618574,6.21014080654741,6.86561125921682,7.08116330432878
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.49059088765249,7.43410442688284,7.16752779019411,7.38171728167322,7.43983684528688,7.78275544633791
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.63664325161319,7.88329359659734,7.45493057521383,7.29766614216683,7.57247630910035,7.96900197493831
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.69051592195638,4.87089439247638,7.84140672870813,4.88188216239794,7.43983684528688,6.34490721016514
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.84525905315477,7.07741344331567,8.16133185162523,6.49067389127507,7.85137329078368,7.68521030603088
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.41297058357466,6.35166197151741,7.46769617417584,6.80756690059973,7.43825363987178,7.29562985394788
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.8152200007283,7.05624372769841,7.39878015700527,6.07058846246355,7.35472249772174,7.13911096912345
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.86868366586429,5.51210956163109,6.51275705342784,5.27365651994712,7.0593708647118,6.44531553311643
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.07020662639882,7.64329828282405,6.05040390596153,6.22233023440487,6.7260210557656,6.94245202107097
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.72464022690705,6.49717222277714,5.91649635493361,6.13329329731831,6.816515806555,6.61762358169822
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.48690439942764,5.53717457298786,5.54867398479267,4.40442563699135,7.0560283885848,6.00664139655686
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.87207589887998,5.51210956163109,5.19396220479167,3.81606286444906,6.88373428322656,5.65558896259567
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.6272936551585,4.85379619469623,3.44300463374659,3.72977703165752,6.40191832684056,5.01115796841988
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.4105927214151,6.1773341277829,5.47973020037352,4.52302715814926,7.2778994336628,6.17371672827672
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.12735795236324,3.50448221411889,3.27216219690991,3.41076365957065,6.28171510653706,4.31929622589995
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.10424105139961,4.60496779391198,4.88534429735153,3.42752078566344,6.46096791322101,5.09660836830951
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.51412297683608,2.58581965385623,2.78136355299383,2.78254003713234,7.01467844012916,3.93570493218953
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.51412297683608,3.21249119044781,2.45670246506226,4.27186890596731,6.275421308696,4.14612136940189
