"","Unnamed..0","tissue","endometriosis","severity","p52255_s_at","p218975_at","COL5A3"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55907927343721,5.56629436972016,6.06268682157869
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.94088331612348,5.05832034233311,5.4996018292283
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.30528447248831,5.1128679820002,5.20907622724426
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.14700663900781,5.70957410415577,5.92829037158179
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.07610748942139,5.6378052376137,5.85695636351755
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.22572284005332,5.51871799976373,5.87222041990853
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.6300905428934,4.45155259309997,5.04082156799669
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.22691104743399,5.39578729743386,5.81134917243392
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.18047925444444,5.834572517547,6.00752588599572
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.34786014466294,4.1686394259753,4.75824978531912
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.74414154451229,4.2348515364776,4.48949654049495
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.58918801577082,4.48549104523958,5.0373395305052
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.75775325183433,3.2499843484717,4.00386880015301
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.6300905428934,4.30786541557585,4.96897797923462
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.20863887789718,5.78270354823458,5.99567121306588
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.08556316633512,4.89303041155693,4.98929678894603
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.23220929971261,4.95354667863223,5.09287798917242
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.49839770552909,4.48093895914219,4.98966833233564
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.22178843400101,4.89549692326875,5.05864267863488
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.46641495483412,6.7475080905882,7.60696152271116
