"","Unnamed..0","tissue","endometriosis","severity","p211433_x_at","p207765_s_at","FAM214B"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.97522124524845,6.19584977336237,5.58553550930541
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.6389274052991,6.14916688047825,5.89404714288868
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.03281890052256,6.19584977336237,5.61433433694246
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.19654610455056,6.27960673154156,5.73807641804606
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.92917073869823,6.66397474947095,5.79657274408459
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.49047035543953,6.83869958106012,6.16458496824982
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.21817675522768,6.77803261815507,5.99810468669138
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.22133585785894,6.1847491916305,5.70304252474472
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.97522124524845,6.19584977336237,5.58553550930541
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.02310571614925,6.68562691642377,5.85436631628651
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.78537849826519,6.19584977336237,5.49061413581378
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.38605464518812,6.19584977336237,5.79095220927525
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.13157222968807,6.65240320198258,6.39198771583532
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.15619257358696,6.00719385086187,5.58169321222442
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.0885547067645,6.14916688047825,5.61886079362137
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.00268343495456,6.29892253169137,5.65080298332296
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.2251396140925,6.19584977336237,5.71049469372744
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.02440558083618,6.19584977336237,5.61012767709927
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.0610000684977,5.60945734725217,5.33522870787493
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.19779900322948,7.38068364464051,7.28924132393499
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.01667314131918,7.17094286867603,7.09380800499761
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.64096953362489,8.05545431073886,7.84821192218187
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.13152606688836,8.51640896906234,8.32396751797535
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.89231389754109,8.44604952742445,8.16918171248277
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.78011032272698,8.37845649317586,8.07928340795142
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.98248465012338,8.25812795649759,8.12030630331049
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.19739731776359,7.88384134577463,8.04061933176911
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.85274650185619,7.72319933488777,7.28797291837198
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.48376569183626,8.29647016015044,7.89011792599335
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.48742917096387,7.62938116169693,7.5584051663304
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.4708476816825,7.92814157180607,7.69949462674428
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.4226163334362,7.59215576324431,7.50738604834025
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.65426921494017,8.76138149845537,8.70782535669777
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.30682681560549,8.45293601795619,8.37988141678084
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.68560774270981,6.27112694776165,5.97836734523573
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.5068970691284,8.11599238565801,7.81144472739321
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.59734465529599,7.70642877395003,7.65188671462301
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.52037739772171,6.84491117857613,6.68264428814892
