"","Unnamed..0","tissue","endometriosis","severity","p218007_s_at","p222487_s_at","RPS27L"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7238232597877,7.48768406661854,10.1057536632031
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1135281129516,9.10820948955768,10.6108688012546
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.8215062190121,7.31009446082291,9.56580033991751
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.3084424743604,6.7159379507979,9.51219021257915
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.5156812284605,7.35166395011208,9.93367258928629
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.4544383188226,7.69859391844326,10.0765161186329
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5433071639205,7.12754849645213,9.33542783018632
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.5185026499469,9.37152801455621,10.9450153322516
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.3957090924796,7.95449948130078,10.1751042868902
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7025068002549,8.01143530799929,10.3569710541271
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.7054140019344,8.74920972317308,10.7273118625537
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.4121020038823,8.61585179257204,10.5139768982272
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.4202006365127,7.46098761333057,9.94059412492163
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.5566927317358,6.25495921784309,9.40582597478945
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.4384766423718,6.67044632543736,9.55446148390458
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1380709682679,6.54629616066457,9.34218356446624
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.3969559359442,6.99963851816305,9.69829722705363
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.2004244991662,7.47068295764071,9.83555372840345
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.3818263041394,7.44827975371746,9.91505302892843
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.8643429413634,9.57300346316602,10.7186732022647
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.6834223138112,8.60203158796883,10.14272695089
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.2273337136748,9.27849535575476,10.7529145347148
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.498344922722,9.28304033007877,10.8906926264004
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7410496964455,7.85528824538042,9.79816897091296
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.7897798409289,7.0690333061541,9.4294065735415
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.4810569143605,8.14719959249361,9.81412825342706
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.6995219344672,8.9269274705678,10.3132247025175
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.135776418912,8.1728595509511,10.1543179849316
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.2500794893216,6.73873341687096,9.49440645309628
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.0320204588598,8.88827892998504,10.4601496944224
