"","Unnamed..0","tissue","endometriosis","severity","p38043_at","p209405_s_at","FAM3A"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.03925374068735,5.79853844752149,5.91889609410442
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.59145531398141,5.34607571379512,5.46876551388826
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.65326485783883,4.88559484051833,4.26942984917858
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.30000426528369,6.1847792318436,6.24239174856364
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.33086748697298,5.46745161592037,5.39915955144668
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.2327476573589,6.24963878433398,6.24119322084644
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.30953490197226,5.84239918824647,5.07596704510937
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.90244366011524,5.5717222136153,5.73708293686527
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.51820286767927,5.86257621371649,6.19038954069788
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.54188791718755,5.21045079965727,5.37616935842241
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.62290476584173,5.08978341343135,4.85634408963654
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.34173889917706,5.30843391831024,5.32508640874365
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.17546435273249,5.93491632963611,5.5551903411843
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.50018300032713,5.08978341343135,5.29498320687924
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.56479222089617,5.08978341343135,5.32728781716376
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.7181963320171,5.20168805201988,5.45994219201849
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.00382935603422,5.65746278404391,5.83064607003906
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.10108888502798,5.08978341343135,5.09543614922966
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.18299455814289,4.87675328505697,5.02987392159993
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.84110765689625,8.13169404310789,8.48640085000207
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.44027451704367,7.46815977385528,7.95421714544948
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.66678428890495,7.78254016063893,8.22466222477194
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.33312442488084,7.04329169729268,7.68820806108676
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.42804401902619,8.08256712706276,8.75530557304447
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.74487274021428,7.94298106106223,8.34392690063826
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.97524266833285,8.80996305135894,9.39260285984589
