"","Unnamed..0","tissue","endometriosis","severity","p202788_at","p202787_s_at","MAPKAPK3"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.25729818547811,5.48008578828057,5.86869198687934
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.12151223976733,5.6517498373774,6.38663103857236
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.05077982616207,6.92739403543625,7.48908693079916
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.76673732580043,5.93975912658618,6.8532482261933
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.34142159364016,6.01759507348349,6.67950833356183
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.02129082898784,5.71931604463969,6.87030343681377
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.1471519333536,6.56259031566123,6.85487112450742
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.68158634751415,5.33220186015346,6.5068941038338
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.10136460683873,5.48008578828057,6.29072519755965
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.64127993445247,6.29734922068401,6.96931457756824
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.80213398289033,5.48008578828057,6.64110988558545
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.94023502891838,6.39388392405385,7.16705947648611
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.22272117396068,5.61617231390803,5.91944674393435
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.50338441270226,5.48008578828057,6.49173510049141
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.20325262111361,5.20741476183831,6.20533369147596
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.47086460254786,4.78708649393391,5.62897554824089
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.32280595367318,4.37702123835372,5.34991359601345
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.51094584837193,6.21036406606755,7.36065495721974
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.78448967281448,5.48008578828057,6.13228773054752
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.27279675629857,6.10588911011294,7.68934293320576
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.1720426066113,5.56253449886125,7.36728855273627
