"","Unnamed..0","tissue","endometriosis","severity","p64440_at","p224514_x_at","IL17RC"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.21618809780122,6.18825738250412,5.70222274015267
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.8870716641919,6.65720761697682,5.77213964058436
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.28877821421847,6.08287741076919,5.68582781249383
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.93525799925392,6.65720761697682,5.79623280811537
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.22332141980272,6.41138531416752,5.81735336698512
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.52341550324401,6.65720761697682,6.09031156011041
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.14501191516966,6.59318671722236,5.86909931619601
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.51883373465878,6.68395553434834,5.60139463450356
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.92351885791116,6.65720761697682,5.79036323744399
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.05679910581011,6.37993126019433,5.71836518300222
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.85257542393609,6.2784355612222,5.56550549257915
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.06850711538987,6.65720761697682,5.86285736618334
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.80353285924889,6.65720761697682,5.73037023811286
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.92351885791116,6.55429778473215,5.73890832132166
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.90758884927384,6.04361473345601,5.47560179136492
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.94299888325323,6.27921582713074,5.61110735519198
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.99568699026684,6.22807449386219,5.61188074206451
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.92351885791116,6.65720761697682,5.79036323744399
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.08857171274852,5.5211155401052,5.30484362642686
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.18714240832456,7.5979780530312,6.39256023067788
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.95362427277844,7.35309151649388,6.15335789463616
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.44664998514339,7.61328963086595,6.52996980800467
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.92351885791116,7.18309953508087,6.05330919649601
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.85995940727545,7.63718442579423,6.74857191653484
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.20145118601451,7.89754159146657,7.04949638874054
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.39821022284118,8.29382725092906,7.34601873688512
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.58173790125665,8.96554314135922,7.27364052130793
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.30549452170703,6.94109928383409,6.12329690277056
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.34020034627941,6.98129470228124,6.16074752428032
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.69902868401302,7.98614187949688,6.84258528175495
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.04901147978729,7.99920313423785,7.02410730701257
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.09975073975262,7.19117770613475,6.14546422294369
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.5747579711974,8.90185716593845,7.73830756856793
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.62843307322179,8.66278625561246,7.64560966441712
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.4521588327877,6.27026511311384,5.36121197295077
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.91954269625642,7.41881624286299,6.6691794695597
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.63702620354773,8.41714892756118,7.02708756555446
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.61287725192075,6.68395553434834,5.64841639313454
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.96872918898106,7.7449846995277,6.35685694425438
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.69331063646462,8.18065428550685,6.93698246098574
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.45949370704976,6.86818909277452,5.66384139991214
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.16553415746822,8.03923342708628,7.10238379227725
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.93170379570589,7.28450587362315,6.10810483466452
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.31682642175283,7.20759541127623,6.26221091651453
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.86866707179961,7.64807418396638,6.75837062788299
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.92351885791116,7.57196704255767,6.24774295023442
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.88211160719869,7.96651209519902,6.92431185119885
