"","Unnamed..0","tissue","endometriosis","severity","p1554670_at","p45572_s_at","p50277_at","p218114_at","GGA1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.43417186076006,8.85349019047862,9.19155034846708,5.46973591838493,7.48723707952267
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.47759932841065,9.48725358628726,9.48657506371948,5.28242935371396,7.43346433303284
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.54675286545744,8.48094860868878,8.36772153828915,5.32523876543794,6.68016544446833
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.21804973642056,9.70029231576951,9.74677845331489,5.48304584511047,7.53704158765386
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.5175669901466,8.94216043188684,9.29736727028882,5.48304584511047,7.31003513435818
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.87534458936725,9.34326294819903,9.25224246463548,5.48304584511047,7.48847396182806
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.47759932841065,9.17829847812106,9.07094973658839,5.07883389798021,7.20142036027508
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.7195160648882,10.1355742147005,10.054015862348,5.48304584511047,7.84803799676179
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.43529478695334,9.67805048896518,9.62307566078487,5.30787346313508,7.51107359995962
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.20912268022338,9.11090873890514,9.11180793768834,5.48304584511047,7.22872130048183
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.92749894131926,8.98726460429424,9.03041078896431,5.30787346313508,7.31326194942822
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.61185034353109,8.88958569338149,8.9384386935687,5.3650825858996,7.45123932909522
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.54662530590395,9.26125365799694,9.20352201483331,5.48304584511047,7.37361170596117
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.43100197410608,9.09990791119692,9.24136089701838,5.40704096972957,7.29482793801274
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.68616224225216,9.46243918053744,9.29398518317813,5.47553145414892,7.47952951502916
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.04649149305994,9.3136175040842,9.27830448356347,5.47722456855099,7.52890951231465
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.47427526735829,9.46781772120377,9.35098092631606,5.34247669071898,7.40888765139927
