"","Unnamed..0","tissue","endometriosis","severity","p221141_x_at","p226667_x_at","EPN1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.36727251722768,5.96591451038958,5.66659351380863
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.40013806464142,6.8177982846271,6.60896817463426
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.38679944326203,8.33243773483686,7.85961858904944
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.5042810969237,8.46756335922164,7.48592222807267
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.29369421834638,7.75750101347875,7.02559761591256
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.25681460833865,7.65420148582516,6.9555080470819
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.26911020792974,7.65034830998852,6.95972925895913
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.96084468081714,5.9767910520284,5.96881786642277
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.774827932414,5.78111826356626,5.77797309799013
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.80569880800022,6.87103150831323,6.33836515815672
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.51419073106114,4.66197403485165,5.0880823829564
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.36405739078332,4.60199743537891,4.98302741308111
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.34567942937276,6.84632232376849,6.59600087657063
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.61268852832457,7.69716890354148,6.65492871593302
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.90530490787969,6.71847461954823,5.81188976371396
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.9016376803609,5.07550326367407,5.48857047201748
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.6183675647097,6.24183524188596,5.93010140329783
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.94552378661372,5.63214332265944,5.28883355463658
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84236401871106,6.34749671778031,5.59493036824569
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.46367987426022,7.56676295564326,6.51522141495174
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.55339609841739,6.93465459964738,6.24402534903238
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.97279436674726,7.93198124206896,6.95238780440811
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.39985738877817,8.40812767032122,6.90399252954969
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.53743182137431,8.55467160668417,7.54605171402924
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.54878349030912,8.54304073546292,7.54591211288602
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.29787396273618,7.97605143035624,7.13696269654621
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.87553014618833,8.75689196837642,7.81621105728238
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.92854961246789,7.67738550460364,6.80296755853576
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.59623437893121,7.47862363622428,6.53742900757775
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.12466364764089,8.02067647034312,7.07267005899201
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.63335254551204,8.23273891131756,7.4330457284148
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.29316291028199,7.65490769199897,6.97403530114048
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.3225405241239,9.31396336464149,8.31825194438269
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.86434950046444,8.84486386931579,7.85460668489011
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.10745805082299,5.54008276627202,4.8237704085475
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.42274590839648,7.54683511099709,6.48479050969678
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.67356687892732,7.76993305215757,6.72174996554245
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.63154851031568,6.26004138164039,5.44579494597803
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.93846238853247,7.34043075471833,6.6394465716254
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.08226558798573,8.92212042940094,8.00219300869333
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.10227557610592,7.10817359327624,6.10522458469108
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.28099742372449,8.71662428971731,7.4988108567209
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.77935330676703,8.22808800602414,7.50372065639559
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.35988194916445,6.95881988343073,5.65935091629759
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.33459638840192,8.06946236780951,7.20202937810572
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.53816780103123,7.4841800494319,6.51117392523157
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.28502293721941,8.52353255057976,7.40427774389959
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.17443225458272,7.59112631494397,6.88277928476334
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.35868487794898,7.95688665899066,7.15778576846982
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.68438006703275,8.1004625438079,7.39242130542033
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.99708302956669,9.09209752484242,8.04459027720456
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.77064346633118,8.53063179268032,7.65063762950575
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.01620362998692,7.72752616368829,6.37186489683761
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.07988924962132,8.16061079776065,7.12025002369099
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.07523218428025,7.25861957255933,6.16692587841979
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.67525104964455,5.62234396228918,5.14879750596686
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.96355423612045,8.40015017039073,7.18185220325559
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.12666590721569,7.82327730408865,6.47497160565217
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.70336605393826,6.40113718790547,5.55225162092187
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.34895994374606,6.58175553682817,5.96535774028711
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.24007859676913,7.5400254844071,6.89005204058811
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.34461823476322,7.77034990256132,6.55748406866227
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.83826483670953,7.46943331792973,6.15384907731963
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.54805138381402,6.43996752631283,5.49400945506343
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.43197033986129,6.09494398982581,5.26345716484355
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.53402239706527,7.7583120834862,7.14616724027574
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.91825626896863,7.91383058201357,6.9160434254911
