"","Unnamed..0","tissue","endometriosis","severity","p210951_x_at","p209514_s_at","p222294_s_at","p235766_x_at","RAB27A"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.38215659791672,7.53612383690609,9.10786236965203,9.48294392483277,8.6272716823269
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.99751779391227,7.31875462048923,6.25849462989409,6.47540026930875,7.01254182840109
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.30207488976896,7.40380946513169,5.92680025126801,5.41683821195611,6.51238070453119
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.95845688707219,6.18676604020801,5.93272801006698,7.50859413718167,6.64663626863221
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.01894190795823,6.45057694732201,7.26892695672823,7.96959734440518,7.17701078910341
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.40815750804797,6.84052296534201,6.38373753835766,8.11554297376644,7.18699024637852
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.82591528409061,5.94431834262337,6.16526986997274,6.44214151059149,6.34441125181955
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.586159844456,6.83441172084083,6.77533127328682,7.99466874822655,7.29764289670255
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.34271217146757,6.28656890056027,7.83183069202432,7.98137219249965,7.36062098913795
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.89677858545614,8.44488612735168,8.07933303070484,8.93755422349683,8.58963799175237
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.09611759956644,6.70791419307355,6.55063983532933,7.65868835960288,7.00333999689305
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.61466292699252,6.84103696696032,7.47394521728381,8.13482130043735,7.5161166029185
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.94224215209096,6.26427945452009,7.87921528294972,7.27028515902343,7.33900551214605
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.00538666961656,6.4803545281283,7.43637925099995,7.93734843176896,7.21486722012844
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.29740909939039,6.49898543724482,7.86139560262149,8.48601326663852,7.5359508514738
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.37825960048917,6.86680741835359,7.6627142095636,8.25246231624545,7.54006088616295
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41909460030003,6.7984622954426,8.09039299141317,8.51488331399806,7.70570830028847
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.48345609531937,6.90482288831037,8.21764960616466,8.10300694636813,7.67723388404063
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.95259342478308,6.85812851839974,8.28990165633716,8.87919356941979,7.99495429223494
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.84142644641222,6.38142782775197,6.75399584192604,7.17893932711841,6.78894736080216
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.83200925780234,6.82563723974066,7.37410142541525,7.97132627764797,7.25076855015156
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.15087167306791,7.07142043607224,7.07828362494105,7.63096687658186,7.23288565266577
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.7863848501298,7.67592204407493,8.96621764896749,8.57936174613449,8.25197157232668
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.91592743968059,6.90631051397304,6.83821504106133,7.02137754929389,6.92045763600221
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.92561875676287,5.39685220828217,5.71842175132809,6.05420410448212,5.77377420521381
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.11230941476071,5.60444425317748,6.846443084195,5.74479055027679,5.5769968256025
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.51830643098547,4.68588442392894,6.47711011713166,4.24351291733465,4.98120347234518
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.81417149882021,5.36499258947305,5.89166367644058,6.76970802139869,5.96013394653313
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.75594340446562,5.82829335188246,8.05937579848089,7.98214239008462,7.1564387362284
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.99804668879901,5.44144008781231,5.45877121693784,5.3371695090132,5.30885687564059
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.70458870676622,4.575022334672,5.99338136058643,6.05773417507223,5.33268164427422
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.46913849233231,4.9263607230279,6.22679675548558,6.25401396786636,5.71907748467804
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.96739899882587,6.16962096279861,5.5611904211932,4.83450972275061,5.13318002639207
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.01915837176675,5.22340151214682,6.04343585522407,5.60561529089561,5.47290275750831
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.7665692648776,7.28175810923619,8.83259961898341,9.2863745555319,8.29182538715727
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.01872990563695,6.29328839937722,7.04406384829374,7.30287600624731,6.6647395398888
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.5529038247692,4.75456018192448,5.61309242103151,6.02280201350883,5.2358396103085
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.47479965843396,8.10562947104348,8.41288617207695,9.01052642210573,8.50096043091503
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.53735959309576,5.04219021905197,6.70937193407151,7.18890963372662,6.11945784498647
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.80917298205744,5.82344731712216,6.32898502019148,5.46801417951074,5.60740487472046
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.04285465757996,5.47046104284693,7.37520270632876,6.51751505847954,6.3515083663088
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.71776863361947,7.74141802152251,7.78655323333604,7.99558277856643,7.81033066676111
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.73663004821552,6.46763314489393,7.52184872256293,7.0075201684381,6.93340802102762
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.21343066544211,6.60207879014945,7.95837605735222,8.19040205609976,7.49107189226089
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.06569947075544,6.21148419343876,6.73775804194689,6.7677898288586,6.44568288374992
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.29059394435166,5.74594886338012,7.20158800694745,7.76667930612592,6.50120253020129
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.42949280371276,4.19162655944225,5.76340884190851,5.11309742280483,5.12440640696709
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.49622776018376,7.11183813082882,8.80596466124253,7.5317372980031,7.73644196256455
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.10344450588431,5.67893328041955,6.57985342079961,6.97217081074018,6.33360050446091
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.63316098342753,5.87257066652151,6.63353707246591,5.59421482895412,5.93337088784227
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.56390697957678,5.43914831411526,5.86071636632013,5.65159911458455,5.87884269364918
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.62878178713288,5.87188726383628,7.27074871392084,6.69243983392419,6.61596439970355
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.24310061179739,4.77860664540906,6.48888884232565,6.69285221695885,5.80086207912274
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.43118982055472,4.77172316679156,4.53294411095604,5.53817334250327,5.0685076102014
