"","Unnamed..0","tissue","endometriosis","severity","p202604_x_at","p214895_s_at","ADAM10"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.22546920099476,6.50358669150455,5.86452794624966
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.38561881515176,7.89868237102333,7.14215059308755
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.11745017852033,5.76759231057289,5.94252124454661
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.15659357448422,7.46096070195026,6.80877713821724
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.620191484123,7.3052682898655,6.46272988699425
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.95652020192888,7.21271417389794,7.08461718791341
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.27069466232316,5.03695153434359,5.15382309833337
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.10290732916677,6.82538152756853,5.96414442836765
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.7252290840059,7.53368500327294,6.62945704363942
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.93195397087657,7.80928998054502,7.3706219757108
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.1641590548747,7.93956633762684,7.05186269625077
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.89238818344604,7.39368597697892,6.64303708021248
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.32188015899986,5.54167813793223,5.43177914846605
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.66479053814132,6.55506201929193,6.10992627871662
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.25514740362453,6.90404022031212,6.07959381196832
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.87527307995786,7.59965996324229,7.23746652160007
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.40054799060617,7.20874823546638,6.80464811303627
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.80979206692998,8.33999591137635,7.57489398915317
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.9440885594002,6.8114326508055,6.37776060510285
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.85836116897486,5.43557685267597,4.64696901082541
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.48070825254781,4.715070726913,4.09788948973041
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.07475357405881,4.44774138520719,4.261247479633
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.57601104794787,4.10383137488695,4.33992121141741
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.82435505895219,4.46189649064107,4.14312577479663
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.9126826121868,4.7279634310918,4.3203230216393
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.36017467384717,4.31604424190464,3.3381094578759
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.36017467384717,3.90367255758168,3.13192361571442
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.93202463624149,5.76759231057289,4.84980847340719
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.36017467384717,3.98550254072969,3.17283860728843
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.67746941573385,3.88682828882288,3.78214885227836
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.36017467384717,4.30494152178806,3.33255809781762
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.82435505895219,4.95208149488002,4.38821827691611
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.82435505895219,4.26729812214027,4.04582659054623
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.36017467384717,4.53888148467439,3.44952807926078
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.70764645348484,6.56417219299915,5.63590932324199
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.48604949577706,4.63623415339319,4.06114182458512
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.36017467384717,3.74337935412705,3.05177701398711
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.573165924119,5.89808150868067,5.23562371639984
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.77183905873601,3.93573369120034,3.85378637496818
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.62818134383547,3.45018556825812,3.03918345604679
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.59833554094941,4.24843663478733,3.92338608786837
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.9126826121868,4.46189649064107,4.18728955141393
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.36017467384717,3.98550254072969,3.17283860728843
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.82442575736684,5.18506379996887,4.50474477866786
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.30796602259087,4.16233991896303,3.73515297077695
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.37538172344868,4.01138360991572,3.6933826666822
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.9126826121868,2.82379730013688,3.36823995616184
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.91498821009221,4.46189649064107,4.18844235036664
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.62552514231773,4.46189649064107,3.5437108164794
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.36422464981325,2.5510174789549,2.45762106438408
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.68983127539471,4.46189649064107,3.57586388301789
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.82435505895219,3.98550254072969,3.90492879984094
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.78826645779705,4.7279634310918,4.25811494444443
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.59055146003567,5.31494690365738,4.45274918184653
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.49889845897728,4.81235984925388,4.15562915411558
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.08583422816105,4.48455051125425,4.28519236970765
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.65083798663659,4.54062814052467,3.59573306358063
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.67747048872623,5.73199316360947,5.20473182616785
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.49004995019999,8.06130303951259,7.27567649485629
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.82435505895219,4.67380357932065,4.24907931913642
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.43925962343051,4.82679366567723,4.63302664455387
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.25697462200244,6.48330126750498,5.87013794475371
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.573165924119,5.76759231057289,5.17037911734595
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.6575829056919,6.01462536682412,5.83610413625801
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.25599986052517,6.51874381694184,5.88737183873351
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.8399374305179,4.7279634310918,3.78395043080485
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.27582994019686,5.91367928388358,5.09475461204022
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.8547222081624,7.52446950462837,6.68959585639539
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.58747894231475,7.14108431071586,6.36428162651531
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.32326910719657,7.28450913536355,6.30388912128006
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.96180304755075,8.37035180546937,7.66607742651006
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.59375911442555,7.44451444399186,6.51913677920871
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.48093122659699,7.52168843993504,6.50130983326602
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.1341669446679,7.98868661534234,7.06142678000512
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.45246972314673,7.60461047857954,7.02854010086313
