"","Unnamed..0","tissue","endometriosis","severity","p212228_s_at","p235822_at","COQ9"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.89464122435611,4.50393042940412,6.69928582688012
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.17769097737942,4.23695626067988,6.70732361902965
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.14198916787383,4.02250114185074,6.08224515486229
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.45562223087572,3.81917442296594,6.13739832692083
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.93080928452707,4.12249001602651,6.52664965027679
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.31600682731942,4.74780289454331,7.03190486093136
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.10983861402414,4.3924170327515,6.25112782338782
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.78627710705009,3.88909619222465,6.33768664963737
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.85847658680341,4.0278529024294,6.44316474461641
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.61009559768523,3.42844333148565,6.51926946458544
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.74369441667841,3.81917442296594,6.28143441982218
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.31852911481028,3.5166488733898,6.41758899410004
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.39667099904119,5.1950624725411,6.79586673579114
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.30534697186651,5.23799386251763,7.27167041719207
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.08957085173972,4.50345402388907,6.7965124378144
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.92735543996803,4.874196215962,6.90077582796502
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.85941739227724,4.53655956143347,6.69798847685536
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.70826218726983,3.81917442296594,6.26371830511788
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.77529239165223,4.84253214877744,6.80891227021483
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.86795063089785,3.97934306228089,6.42364684658937
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.62979051509797,4.00723163850298,6.81851107680047
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.8697559281722,3.98954386452299,6.92964989634759
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.26780216187335,3.59541620615702,5.93160918401519
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.32369831450484,2.77460848585561,6.04915340018023
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.33645553038613,4.87564260843462,7.10604906941037
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.70599789371561,5.68996806335742,7.69798297853652
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.37267381446825,4.56613672607337,6.46940527027081
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.34062150372831,4.00677423203105,6.67369786787968
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.87477589812224,4.87991199261466,7.37734394536845
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.0621804946865,3.86712113805651,6.9646508163715
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.92270291150836,4.21316131765984,6.5679321145841
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.59773686355321,3.41861516680272,6.50817601517797
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.06487680711151,5.09216155644743,7.07851918177947
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.93813710350856,5.36233994050258,7.15023852200557
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.70846163153459,3.46235779386144,6.08540971269801
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.39673134286403,4.32371622169199,6.86022378227801
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.88166181460402,5.23693726245926,7.05929953853164
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.09267126333266,3.72906520785418,6.41086823559342
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.99143258266354,4.86055490501535,6.92599374383945
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.00113108512616,4.17795035224526,6.58954071868571
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.15299565267287,4.12688462656368,6.13994013961827
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.25126001917463,3.51610405343987,6.38368203630725
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.49151266348368,4.31094058004536,6.90122662176452
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.2471630451187,3.44770233775398,5.84743269143634
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.54462027119382,3.5166488733898,6.53063457229181
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.12112551204069,5.09884041997453,7.10998296600761
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.83387302729474,4.41124663840207,7.1225598328484
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.50929330179745,3.5537825673509,6.03153793457418
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.94332475702476,4.76940136519705,6.8563630611109
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.45856370858919,4.97282640017158,6.71569505438038
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.82142880750527,3.74910475279888,6.28526678015208
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.52899369211277,5.28284435380324,6.90591902295801
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.75952097471138,4.15991168762008,6.95971633116573
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.91895010590531,5.77602227042562,7.84748618816547
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.68026920401022,3.84523907516753,6.76275413958887
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.94454951525845,3.81720448405967,6.38087699965906
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.02098092128166,4.38906839078001,6.70502465603083
