"","Unnamed..0","tissue","endometriosis","severity","p217791_s_at","p222416_at","ALDH18A1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.99074698059671,9.98947245860104,9.49010971959888
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.27874776293101,8.89148706576466,9.08511741434783
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.51519893762213,9.65023837069046,9.5827186541563
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.46785718248647,8.18862493008517,8.32824105628582
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.60280043767395,9.94950282510846,9.7761516313912
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.9645697006834,9.08016904571057,9.02236937319698
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.03974723606943,9.07598567703403,8.55786645655173
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.14610098057147,9.13917853188652,9.14263975622899
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.54733230665065,9.51786432125136,9.53259831395101
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.0357342317253,9.22090485344285,9.12831954258407
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.71040732310304,10.0301546217119,9.87028097240747
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.37040236965531,9.57195712862932,9.47117974914232
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.34203721000432,8.15363798960047,7.74783759980239
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.65248104094079,10.2044815410995,9.92848129102014
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.23636851049315,10.0589450618511,9.64765678617212
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.21466107802749,8.7750787770734,8.49486992755044
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.0577442574438,8.76452330874641,8.4111337830951
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.06203004346514,9.35959826891843,9.21081415619179
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.73748857635841,9.35159595798085,8.54454226716963
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.30572876545977,9.02418907529742,8.1649589203786
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.49554648917414,10.2104027103248,9.35297459974947
