"","Unnamed..0","tissue","endometriosis","severity","p1554371_at","p244444_at","PKD1L2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.30092439405397,6.46658138125132,5.38375288765265
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.75039030307108,7.64129280250635,6.19584155278871
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.47410868808758,4.50391864533391,3.98901366671075
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.91810426145034,7.54959739077607,5.7338508261132
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.75900731758951,6.98881815137492,5.87391273448221
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.16897664633056,7.98209040881714,6.57553352757385
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.47410868808758,5.27488359252828,4.37449614030793
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.36974424529032,4.98077150495095,4.17525787512063
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.39035837322474,10.2715515418704,8.33095495754757
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.26935351040536,4.63165819580675,3.45050585310605
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.65278112364271,3.46603959990856,3.05941036177563
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.35239525498214,3.46603959990856,3.40921742744535
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57007124922296,8.64601601584924,6.1080436325361
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.2959250248968,5.29447459255664,3.79519980872672
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.82340619427193,9.25059182697893,7.03699901062543
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.7018405183772,6.57123396589962,5.13653724213841
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.70937626113561,7.9097245878379,5.80955042448675
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.47410868808758,6.31145019484942,4.8927794414685
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.2254615584648,5.0817784163644,4.1536199874146
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.368442254084,6.65034615773173,6.00939420590787
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.6608811090538,6.83145413992061,5.7461676244872
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.99389697254728,4.61734997522492,4.3056234738861
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.25663721351757,4.41331888146493,3.83497804749125
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.6828791982845,5.03886327403635,4.36087123616042
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.48636002189736,5.73034680788935,4.60835341489335
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.91558049692776,7.28997862950856,7.10277956321816
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.96323535280882,5.64961309177385,5.80642422229134
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.50212645599285,7.03114763585395,6.2666370459234
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.96642323474361,7.67683028772271,7.32162676123316
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.25589124388417,5.27488359252828,5.76538741820622
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.60314564490049,4.41331888146493,4.00823226318271
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.38506004042662,4.41331888146493,3.89918946094577
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.37548517469416,5.7306980677771,6.05309162123563
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.57661199031971,5.04675641775918,5.81168420403945
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57924857377161,8.37870713692758,5.9789778553496
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.47410868808758,5.0616349594308,4.26787182375919
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.2641453649902,5.27488359252828,5.76951447875924
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.00733093040395,8.573500598099,6.29041576425148
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.60777456715614,6.69843754654,5.65310605684807
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.3069914381013,7.54208489485863,5.92453816647997
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.93364028347868,6.51021264167308,5.22192646257588
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.36974424529032,4.41331888146493,3.89153156337763
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.84571060402134,6.20939904301895,5.02755482352014
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.34520336155825,6.20939904301895,4.7773012022886
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.0918144616633,4.76710834400923,4.42946140283627
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.69089640379465,6.11545348165259,4.90317494272362
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.98929949631682,4.5694138023522,4.27935664933451
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.57007124922296,4.41331888146493,3.99169506534394
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.93366740243817,5.7306980677771,4.83218273510763
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.64121971298363,5.45733769509934,5.54927870404148
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.51851707061789,5.7306980677771,6.1246075691975
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.78476871008729,5.27792234675769,5.53134552842249
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.62296495346038,5.50387071553138,4.56341783449588
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.36974424529032,4.41331888146493,3.89153156337763
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.03619037697994,6.71667870289907,6.37643453993951
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.30096309918355,9.18830492313383,8.24463401115869
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.40384778107737,6.20939904301895,5.80662341204816
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.09415400131953,6.73845341462664,5.41630370797309
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.00892730917236,7.89041450661547,6.44967090789391
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.02921045251812,7.92381850095119,5.97651447673466
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.89995194466454,7.45239273453118,6.67617233959786
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.37502573285273,5.50976857634245,4.44239715459759
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.47410868808758,6.79941811852204,5.13676340330481
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.10307228919172,5.85754750198317,4.48030989558745
