"","Unnamed..0","tissue","endometriosis","severity","p209371_s_at","p211250_s_at","p217257_at","SH3BP2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.31768807580951,4.24819232226674,4.09482926642937,4.22023655483521
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.34157670595642,3.77194847457132,3.65443744424108,3.58932087492294
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.50930911330268,4.16812515242657,3.59192065583456,4.0897849738546
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.36197779896938,4.09364346484333,4.29151061931762,4.24904396104344
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.50930911330268,4.36060997813958,3.56138810607793,4.14376906584006
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.50930911330268,4.32668903131464,4.78970667880805,4.54190160780846
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.75197306632316,4.32733982334563,3.06621426078694,4.38184238348524
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.34157670595642,4.15771234687382,3.59192065583456,3.69706990288827
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.0197207267005,4.46801807843302,3.7531019655325,4.08028025688867
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.81181259169756,4.80921149717979,4.5913043573844,4.73744281542058
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.2104673896806,3.84722532038841,4.12284211832549,4.0601782761315
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.50930911330268,4.26554717861908,4.29151061931762,4.35545563707979
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.55682489735294,3.69510557516982,3.59192065583456,3.61461704278577
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.32171084472783,4.44373492455438,3.53824430575562,4.10123002501261
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.48855124154368,3.80297926658996,3.59192065583456,3.62781705465607
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.26822123928126,4.23743196016066,4.27259416407145,4.25941578783779
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.50930911330268,4.64217779490609,4.32950092540949,4.49366261120609
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.53403055667269,3.80508747215687,4.04800813667061,4.12904205516672
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.50930911330268,3.38271185667926,4.53738564122591,4.14313553706928
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.51629503620893,7.38314255095534,6.66212593870068,6.18718784195498
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.50930911330268,6.1630876369831,5.48923797421116,5.38721157483231
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.50930911330268,6.788785991163,7.21246797818404,6.17018769421657
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.34157670595642,7.73552961847673,6.90912428214367,5.99541020219227
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.75949439516834,7.40045478337892,4.29151061931762,5.81715326595496
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.62104772742723,7.23199343539164,6.48183118989621,6.77829078423836
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.48847766156017,7.04047303649889,6.1921707736839,6.57370715724765
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.34157670595642,7.44083287714028,3.59192065583456,4.79144341297709
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.6003707965302,6.92078146359376,5.45372361387004,5.658291957998
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.77243482483315,5.98088555096973,4.52512438031201,5.75948158537163
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.23436982596364,7.76824579100211,6.52892712341523,6.51051424679366
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.50930911330268,7.40898230608638,3.76899818063927,5.22909653334278
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.8208070365307,7.09201872471582,6.71114085222779,6.87465553782477
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.50930911330268,8.22693855548907,3.59192065583456,5.44272277487544
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.15783862399772,8.15816885807713,3.84692846624558,6.05431198277348
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.3952041255399,5.29366013420787,5.82248364121003,4.83711596698593
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.331543129661,7.37299337875919,6.95670753217551,6.5537480135319
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.50930911330268,6.81975750790703,7.13337863751245,6.15414841957405
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.08398430031312,5.05716939442229,5.76119847812755,4.96745072428765
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.99076798116225,6.54757071191761,5.93843342712945,5.4922573734031
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.87149490969458,7.25056162509518,4.63004462473695,5.58403371984224
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.50930911330268,6.35572436314339,7.23278358090991,6.03260568578533
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.81420116827118,8.26050955231731,7.2817280145401,7.11881291170953
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.88058748795384,6.46620404366721,7.46099423836722,5.93592858999609
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.23908429505815,6.22856655021582,7.18611826716763,5.8845897041472
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.43199611573907,7.40484151919594,7.08671419428215,6.64118394307239
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.89132405321063,6.90012703000161,6.13129091343284,5.64091399888169
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.21216337321973,7.57327439575255,5.43537392373589,5.74027056423606
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.97976767435654,7.58239568261551,7.88275563056856,6.81497299584687
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.5822680133152,6.44772798205308,6.51449289897512,5.84816296478113
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.34157670595642,7.30846968032196,5.29205565724647,5.31403401450828
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.50930911330268,7.21489066486581,2.46612204441658,4.73010727419502
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.05845919349913,7.9843249471984,4.29151061931762,5.77809825333838
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.20297623365868,7.08371736119596,8.17782744261399,6.82150701248954
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.14659383876274,6.34385960865435,3.7707113396563,5.08705492902446
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.06172294578168,7.01099481451388,6.15389510950013,6.07553762326523
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.92234562937347,4.56483458408466,5.74715128556883,4.41144383300899
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.50930911330268,6.48464106727933,4.23029479656444,5.07474832571548
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.15276537325079,6.24241679184621,6.10602187907858,5.50040134805853
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.02613404810651,5.62968079281035,6.53190722129082,5.72924068740256
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.34157670595642,6.06938935400736,5.62462076765308,5.01186227587229
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.50930911330268,6.15609088613894,3.96142956153531,4.87560985365898
