"","Unnamed..0","tissue","endometriosis","severity","p1555058_a_at","p227476_at","LPGAT1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13296584940493,6.83734850459936,5.48515717700215
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.52230482519691,6.48168258435457,5.50199370477574
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.14055689983854,7.26215361716903,5.70135525850378
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.83965810576519,7.40148288989854,6.12057049783187
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.03785479947255,6.82467081525424,5.4312628073634
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.32865603223699,6.65182882062823,5.49024242643261
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.22107205053789,6.70237811306822,5.96172508180305
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.63548072822193,6.69209181008885,5.66378626915539
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.08421414863042,6.97524678390592,6.02973046626817
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.45046430704955,5.70729929552571,5.07888180128763
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.38571927134185,5.92916611287452,5.15744269210819
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.14055689983854,7.17210682101136,5.65633186042495
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.52939520638394,6.13377876391992,5.33158698515193
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.91754232432406,6.63772883631637,5.77763558032022
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.62726264392262,7.23505961176259,5.93116112784261
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.36803868191177,6.64079918408857,5.50441893300017
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.21958515399381,7.21541346745207,5.71749931072294
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84082718854269,6.25127947589535,5.54605333221902
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.10914471411217,6.46265417575444,6.2858994449333
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.52269728732554,6.14267223889542,5.33268476311048
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.7481841826335,6.13696234413726,5.44257326338538
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.58026537100919,5.51238828939458,5.04632683020188
