"","Unnamed..0","tissue","endometriosis","severity","p225888_at","p227245_at","p236816_at","NAA25"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.78304508105759,3.66437959441047,4.75718893716812,5.06820453754539
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.66469957030546,3.66437959441047,3.20052012544516,4.17653309672036
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.92226169065949,3.82739350417158,2.70826430051105,4.15263983178071
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.72792528438044,3.30422011214466,2.87436747771586,3.96883762474699
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.46479620576994,3.92157282022307,3.68929241300881,4.69188714633394
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.47296229427772,3.60785205413334,2.70826430051105,3.92969288297404
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.58994847659736,3.66437959441047,2.67789557748138,3.97740788282974
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.81282825377165,3.04983885022901,3.50389711837774,4.45552140745947
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.1629753729774,3.66437959441047,3.09849889508157,4.30861795415648
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.83008489840956,3.82739350417158,2.70826430051105,4.12191423436406
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.20461423240614,3.60785205413334,2.67789557748138,4.16345395467362
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.34379808598952,3.82739350417158,2.77822510451025,4.31647223155712
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.53198255135228,3.60785205413334,4.6273866582621,4.92240708791591
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.05682986359324,3.66437959441047,2.67789557748138,4.4663683451617
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.63836817033578,3.21550058138488,2.78916741658578,4.21434538943548
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.92226169065949,3.66437959441047,2.80226357149613,4.1296349521887
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.44232080356363,3.5798864279467,2.76664175064351,4.26294966071795
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.92226169065949,3.60785205413334,3.09600287684274,4.20870554054519
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.5911374538422,4.40037336682191,2.67789557748138,4.55646879938183
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.20480725647781,4.26167617112218,7.32556466918542,5.2640160322618
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.97991458591198,3.85583016229278,6.49094320878503,4.77556265232993
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.94015548069293,4.64790026982772,6.34019633073573,4.97608402708546
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.17881209907906,3.82739350417158,7.1436269100636,5.38327750443808
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.90657026393159,4.32232246228447,4.75932316661107,4.32940529760904
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.59997201961109,3.87747830122665,6.49492359794081,4.65745797292618
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.15621945913784,3.82739350417158,6.35013522796754,4.44458273042565
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.99793627106304,3.82739350417158,5.41112159233731,4.07881712252398
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.472232560122,4.30193972060951,5.86808366926353,5.21408531666501
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.90688263998986,3.82739350417158,6.80811025578223,4.84746213331456
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.73463111606117,3.82739350417158,4.41988439752923,4.32730300592066
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.4043076977155,4.66158224756404,6.31154569696589,5.12581188074848
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.14949316287849,4.40006105781538,6.91114217224209,5.48689879764532
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.93765087945613,3.66437959441047,4.1846552231084,3.59556189899167
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.32433296800967,3.82739350417158,6.15550336723746,4.43574327980624
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.53650010892728,4.87738091360285,5.259310600221,5.55773054091704
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.3454175379941,3.82739350417158,4.67006415816289,4.28095840010952
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.07364097704137,4.2762999848878,7.07563693374207,5.47519263189041
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.25872493016367,4.36645588223058,6.69089646800987,5.43869242680137
