"","Unnamed..0","tissue","endometriosis","severity","p210094_s_at","p221526_x_at","PARD3"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.31676107770531,6.75325195860156,7.03500651815343
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.27890611472809,7.28813862848465,7.28352237160637
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.10343628908866,7.71346712624606,7.90845170766736
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.58339533630577,8.28744186901292,7.93541860265934
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55563148408476,6.91782073077596,6.73672610743036
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.94937385654257,7.75483989367403,7.8521068751083
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.18337713793865,8.38623167847901,8.28480440820883
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.86128628156162,8.19222283423746,8.02675455789954
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.5908450864067,7.09231108696042,7.34157808668356
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.3907800390487,7.32636648783942,7.35857326344406
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.86168913446147,6.83746843711117,6.84957878578632
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.22508264488024,7.26348419042753,7.24428341765389
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.58853914538258,7.40913724917016,7.49883819727637
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.38635606200119,7.77067207542585,7.57851406871352
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.91343496267932,7.58253182834384,7.74798339551158
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.20076946391615,8.7981484217734,8.49945894284478
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.49394428183247,8.22649245978003,7.86021837080625
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.70055794028992,8.18774223192502,7.94415008610747
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.28434546073648,7.86772869736621,7.57603707905134
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.96313323077302,7.29464021322697,7.128886722
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.50687530640223,6.03126060226574,6.26906795433398
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.58485854597255,6.62005557319123,6.60245705958189
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.5946647779692,7.09771001547637,7.34618739672278
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.53173826305625,5.18149056050864,5.85661441178245
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.48238551396121,5.53897469412032,6.01068010404077
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.42493701129025,4.99913611260841,5.71203656194933
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.61155390112946,6.02896328983935,6.3202585954844
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.8422109975866,6.44178403831811,6.64199751795235
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.3815826167125,4.99913611260841,5.69035936466045
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.44287332630079,4.99913611260841,5.7210047194546
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.42493701129025,4.95408022366012,5.68950861747519
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.49559367997926,6.03126060226574,6.2634271411225
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.53173826305625,5.63532715017412,6.08353270661518
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.42493701129025,4.99913611260841,5.71203656194933
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.59654914265817,7.73858478321317,7.66756696293567
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.27240158798121,7.49453867332903,7.38347013065512
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.87981109919537,5.87835538841625,6.37908324380581
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.01735396386317,6.84785912966189,6.93260654676253
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.53173826305625,6.03126060226574,6.281499432661
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.20891252671656,5.91313934793271,6.56102593732463
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.29175092575882,6.11358725845596,6.70266909210739
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.27363848761437,5.72315018814496,5.99839433787966
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.52188106172007,6.24831251561026,6.38509678866517
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.8684274439934,6.40214632575356,6.63528688487348
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.01735396386317,6.00072598998079,6.50903997692198
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.42493701129025,5.98725492275626,6.20609596702326
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.4662989134767,4.99913611260841,5.73271751304256
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.50276642299218,5.14987049654919,5.82631845977069
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.67644178406101,6.96317716303271,6.81980947354686
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.44246532890706,5.28470151053381,5.86358341972043
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.69493641280911,6.08124605552017,6.38809123416464
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.57304848545149,4.99913611260841,5.78609229902995
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.22044551995594,4.70098990479446,4.9607177123752
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.47714478584215,5.58808836319736,6.03261657451976
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.47265577605214,5.00957813217304,5.74111695411259
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.12443441730366,7.6529523303419,7.88869337382278
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.53173826305625,4.99913611260841,5.76543718783233
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.00718315964639,8.11330322098297,8.06024319031468
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.77843750809759,6.71954428366683,6.74899089588221
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.26116197591081,6.03126060226574,6.14621128908828
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.6479004084196,6.13115655331104,6.38952848086532
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55539896872485,6.32866810170652,6.44203353521569
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.9250502192695,7.85898463455757,7.89201742691353
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.71065701022362,7.62602568745715,7.66834134884038
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.27057460312474,7.44064618832749,7.35561039572612
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.02205807609771,6.51365611403907,6.76785709506839
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.54268626929142,6.67258259488866,6.60763443209004
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.88484669223217,7.58597984794225,7.73541327008721
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.75358080811861,8.03387148744233,7.89372614778047
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.4970100810404,7.22865384900972,7.36283196502506
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.04927035345787,8.30222915625717,8.17574975485752
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.86972056290388,7.6855352441902,7.77762790354704
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.39536717480996,7.36133551454885,7.37835134467941
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.73734050105342,7.78883698431379,7.76308874268361
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.80113107975423,7.81547014959726,7.80830061467574
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.86103126971731,8.07383431075114,7.96743279023423
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.52586100137119,7.56399841932307,7.54492971034713
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.78577751456262,8.57739390317579,8.68158570886921
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.87584190823639,8.16161422816422,8.01872806820031
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.37837873566315,9.13499829722146,9.2566885164423
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.97408446497424,7.67031563859902,7.82220005178663
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.56028537172555,7.49035086707813,7.52531811940184
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.4229097004792,7.02880202932108,7.22585586490014
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.16319912445411,8.14633311923849,8.1547661218463
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.66615919080723,6.74241035243275,6.70428477161999
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.91064899191171,6.4925988460925,6.70162391900211
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.26520812767919,5.01493522428334,5.64007167598126
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.01735396386317,6.69271232351034,6.85503314368675
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.42493701129025,6.10651764821349,6.26572732975187
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.53173826305625,6.03126060226574,6.281499432661
