"","Unnamed..0","tissue","endometriosis","severity","p207122_x_at","p211385_x_at","SULT1A2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.94860077527781,7.62972987288718,7.78916532408249
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.91270144277031,7.28586404858282,7.09928274567656
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.18229630191792,7.36267680903538,7.27248655547665
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18229630191792,7.098766323614,7.14053131276596
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.6511593214007,7.62972987288718,7.64044459714394
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18229630191792,7.35360306037952,7.26794968114872
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.11999557196411,7.44073449617049,7.7803650340673
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.36631049399651,7.24459918417738,7.30545483908694
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18229630191792,7.58329622618448,7.3827962640512
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.6511593214007,7.62972987288718,7.64044459714394
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.32307205192123,7.54000565443418,7.4315388531777
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.23669642527451,7.62972987288718,7.43321314908084
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.75719424568577,6.84733634724946,6.80226529646762
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.6511593214007,7.62972987288718,7.64044459714394
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.81483098509097,7.35360306037952,7.08421702273525
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18229630191792,7.35360306037952,7.26794968114872
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.00339438424954,7.22032387093644,7.11185912759299
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.94829457710276,7.31768131766301,7.13298794738288
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.16740840599561,6.08803815868184,6.12772328233872
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.56229533910409,7.68840985786083,7.62535259848246
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.23303986952577,8.41236437285785,8.32270212119181
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.71291267691717,7.67589541656372,7.69440404674044
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.37762462485967,8.43509528954725,8.40635995720346
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.12324265430431,7.92647174770501,8.02485720100466
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.93077309782523,8.18962240007818,8.0601977489517
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.29785111141808,9.11175136674087,9.20480123907948
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.24498993931709,9.71244770334279,9.47871882132994
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.72023784528504,8.67655943519892,8.69839864024198
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.05030203044762,8.99879906608351,9.02455054826557
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.46128369219486,9.38491533241962,9.42309951230724
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.02193036369383,9.24286638816571,9.13239837592977
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.91574140406733,8.83405753499741,8.87489946953237
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.62250389305729,9.42540325057718,9.52395357181723
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.67061449133602,8.70626651585293,8.68844050359447
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.12507604301103,7.35568267369866,7.24037935835485
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.99382650984352,7.68840985786083,7.84111818385218
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.7564558023475,8.75021120300518,8.75333350267634
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.9572353552395,7.11746454069009,7.0373499479648
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.64411854169115,8.49307681863156,8.56859768016135
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.33885654752719,8.20216247684746,8.27050951218732
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.64179356357813,8.49886562519596,8.57032959438704
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.29129326504182,8.18499923669092,8.23814625086637
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.48416537000077,8.8165451024792,8.65035523623999
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.67255018026395,7.68840985786083,7.68048001906239
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.22547268952192,7.85645637444081,8.04096453198136
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.64012484830833,8.78922468931643,8.71467476881238
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.76526480023131,9.70596007167266,9.73561243595199
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.2512578880083,8.13572975946276,8.19349382373553
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.0205598870843,7.95840310081918,7.98948149395174
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.36033628647001,8.02047273714798,8.190404511809
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.67078136234442,8.76237660562877,8.71657898398659
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.47847814983835,8.20185871823012,8.34016843403424
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.99496317253147,8.88348937218027,8.93922627235587
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.65346083501749,8.96969410406193,8.81157746953971
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.72404958742766,8.58229617212256,8.65317287977511
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.50982612673872,7.40276643328572,7.45629628001222
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.51605990699487,8.72392510218744,8.61999250459116
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.26045170311038,7.3087082741406,7.28457998862549
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.50395013694284,7.35360306037952,7.42877659866118
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.8984538389329,7.68840985786083,7.79343184839687
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.09022954893701,8.103263686281,8.09674661760901
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.9550783290053,7.27147282586284,7.11327557743407
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.16161226267298,7.35360306037952,7.25760766152625
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.53438836659824,7.62972987288718,7.58205911974271
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18710481307643,7.35360306037952,7.27035393672798
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.46066550796434,8.60581189047671,8.53323869922053
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.89576254009477,7.62972987288718,7.76274620649098
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.9590858847125,7.65149342103295,7.80528965287272
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.6511593214007,7.48324587630181,7.56720259885125
