"","Unnamed..0","tissue","endometriosis","severity","p41113_at","p213639_s_at","p213641_at","ZNF500"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.02766269565549,5.60361502044352,4.47945865391677,4.70357879000526
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.58034641588553,4.77785303939723,5.02758328316434,4.46192757948237
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.66114269581795,4.54706858733969,4.38827684350535,4.19882937555433
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.16642218586301,6.01339929539561,5.19248183878618,5.45743444001493
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.94305024023435,6.18928905792441,5.02758328316434,5.0533075271077
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.71062170550374,6.13903568352324,5.10635231625017,5.31866990175905
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.32584989345433,4.77662793378368,5.36535547955115,5.15594443559639
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.4084952300374,5.92454525265041,5.02758328316434,5.45354125528405
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.41355356389397,5.40950225527559,5.02758328316434,4.9502130341113
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.50380088144518,4.93272832761322,4.32390787896106,4.25347902933982
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.45068634755737,4.6845331689403,4.47945865391677,4.53822605680481
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.40311731871353,4.6845331689403,4.47945865391677,4.52236971385687
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.58034641588553,5.13272604241416,5.02758328316434,4.58021858048801
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.67953318781687,6.10717283439726,4.47945865391677,5.0887215587103
