"","sample","tissue","endometriosis","severity","p48106_at","p218417_s_at","SLC48A1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.847375,6.55003,6.6987025
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.896691,6.242661,6.569676
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.197412,6.257962,6.727687
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.34272,6.268642,6.805681
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.254301,6.796032,7.0251665
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.048682,6.412449,6.7305655
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.266981,6.412449,6.839715
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.44627,6.412449,6.9293595
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.813536,6.014938,6.414237
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.857649,6.297409,6.577529
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.634753,5.991609,6.313181
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.089966,6.755411,6.9226885
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.244921,6.449789,6.847355
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.383334,6.667707,7.0255205
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.015939,6.412449,6.714194
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.572594,6.880086,7.22634
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.597264,7.127988,7.362626
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.20418,6.592305,6.8982425
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.828883,5.77901,6.3039465
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.402506,8.414314,8.90841
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.360904,8.153039,8.7569715
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.007007,8.306561,8.656784
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.299893,7.346972,7.8234325
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.700454,8.682582,9.191518
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.500035,8.511591,9.005813
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.995285,8.688694,9.3419895
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.080122,8.690821,9.3854715
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.439439,7.828194,8.1338165
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.313904,8.235136,8.77452
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.435879,8.462279,8.949079
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.459399,9.306351,9.882875
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.263984,8.484601,8.8742925
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.249791,9.234214,9.7420025
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.107251,9.430133,9.768692
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.098809,6.965536,7.5321725
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.39042,8.623999,9.0072095
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.614269,8.83309,9.2236795
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.834595,7.879291,8.356943
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.109503,7.802051,8.455777
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.702109,9.59545,10.1487795
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.263611,7.15305,7.7083305
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.617392,8.803279,9.2103355
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.317589,7.836564,8.5770765
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.907109,7.468872,8.1879905
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.558209,8.867616,9.2129125
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.258291,8.060176,8.6592335
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.261154,8.96388,9.612517
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.933661,7.841423,8.387542
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.271331,9.316479,9.793905
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.067937,9.015091,9.541514
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.087084,8.936041,9.5115625
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.808873,8.766279,9.287576
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.833421,8.584995,9.209208
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.347964,8.611488,8.979726
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.949844,7.333413,8.1416285
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.048918,6.658659,7.3537885
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.939142,8.855746,9.397444
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.649648,7.797442,8.223545
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.022371,7.168746,7.5955585
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.661467,8.56838,9.1149235
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.169275,8.04605,8.6076625
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.745508,7.571586,8.158547
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.917874,7.915218,8.416546
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.985275,6.787861,7.386568
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.180039,7.017253,7.598646
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.837959,8.074356,8.4561575
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.290015,8.0305,8.6602575
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.672316,5.427567,6.0499415
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.909523,5.51209,6.2108065
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.270361,5.438837,5.854599
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.630134,5.536448,6.083291
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.52615,6.880013,7.2030815
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.434722,5.775106,6.104914
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.577534,5.578528,6.078031
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.817282,6.307465,6.5623735
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.666588,6.831101,7.2488445
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.088225,6.035227,6.561726
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.581338,6.886968,7.234153
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.595243,6.525524,7.0603835
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.7326,7.937148,8.334874
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.240989,6.362439,6.801714
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.977781,6.198211,6.587996
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.016291,7.610761,8.313526
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.366583,8.273844,8.8202135
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.663888,7.763698,8.213793
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.382648,8.293382,8.838015
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.961515,9.060046,9.5107805
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.4933,8.405537,8.9494185
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.043641,7.892297,8.467969
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.468117,8.364204,8.9161605
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.085583,8.916556,9.5010695
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.707587,8.522382,9.1149845
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.292844,8.814077,9.0534605
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.47772,7.809371,8.1435455
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.187865,9.30977,9.7488175
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.122595,8.147406,8.6350005
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.658879,7.347236,8.0030575
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.205642,8.265902,8.735772
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.721366,8.649875,9.1856205
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.945572,8.566396,9.255984
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.722546,7.96588,8.344213
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.633263,7.38793,8.0105965
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.914702,7.576655,8.2456785
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.596135,8.526376,9.0612555
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.47246,8.629234,9.050847
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.135394,8.398461,8.7669275
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.534624,7.747901,8.1412625
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.358884,7.016753,7.6878185
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.908735,7.590749,8.249742
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.560678,8.996741,9.2787095
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0405,9.117632,9.579066
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.147078,8.155839,8.6514585
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.074832,7.88481,8.479821
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.080198,6.424207,6.7522025
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.388543,6.714434,7.0514885
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.641727,6.412449,6.527088
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.094958,6.647793,6.8713755
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.069739,6.412449,6.741094
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.590362,5.530738,6.06055
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.590957,6.412449,7.001703
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.143243,6.525427,6.834335
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.372335,6.84683,7.1095825
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.818667,6.163329,6.490998
